time,X,Y,Z,dE,dN,dU,d3,n_sat
2004-05-03 20:40:30,8325990108.715958,-15558347393.41494,37567482014.0508,-6462912623.308493,-16419881588.20205,37560628101.43995,41499187152.54285,5
2004-05-03 20:40:40,-449084625.0154648,6606600385.80147,-15305074192.75906,4743430749.803541,4620667711.70621,-15311928105.36991,16682501241.84629,5
2004-05-03 20:40:50,16956689934.38501,52530160424.80908,13531882003.181957,51008128796.90024,21098291001.48853,13525028090.571104,56832151739.97367,5
2004-05-03 20:41:00,-2050614594.3186092,2432683474.56993,-8289887001.402569,525849137.5016677,3137938482.206133,-8296740914.013417,8885892472.216034,5
2004-05-03 20:41:10,-2964174201.6899185,14684862995.19894,-32045709689.89426,9270077440.679373,11768637500.46921,-32052563602.505108,35380813979.70202,5
2004-05-03 20:41:20,-82883090820.09996,-433873130548.07825,-284070715409.46735,-384275928516.77893,-217824149842.60748,-284077569322.0782,525181316198.53674,5
2004-05-03 20:41:30,-852451335.2726114,1374013054.2617998,-7496442203.523591,495106818.9954779,1539366255.4938128,-7503296116.134439,7675560685.52435,4
2004-05-03 20:41:40,-797296797.6961559,1404582519.8217635,-7559565441.78783,554118418.8608251,1517136853.3150182,-7566419354.398679,7736889122.924429,4
2004-05-03 20:41:50,-839054257.194123,1334610838.525004,-7559662734.694852,473759345.9700794,1503640890.535005,-7566516647.3057,7729007570.156546,5
2004-05-03 20:42:00,-786904707.8183281,1358186347.6119576,-7606322205.976742,525495675.912399,1479171883.752813,-7613176118.58759,7773322698.802609,5
2004-05-03 20:42:10,-735720195.7959721,1384524657.9236727,-7666615233.131554,578712227.1766465,1457227419.0160594,-7673469145.742402,7832020704.982629,5
2004-05-03 20:42:20,-682642196.942108,1408455067.7560773,-7711761356.48436,631320252.424809,1432280792.860077,-7718615269.095208,7875723154.290488,5
2004-05-03 20:42:30,-629753252.9034294,1433824172.4703305,-7763083559.251861,684902094.2017734,1408409929.7144432,-7769937471.862709,7926199450.267226,5
2004-05-03 20:42:40,-574832501.4231933,1455411880.1573153,-7792415230.57409,736918417.1448153,1380542023.194259,-7799269143.184938,7954718360.769867,5
2004-05-03 20:42:50,-520789287.9810073,1479905782.2882488,-7835894706.080086,790580888.5807195,1355224848.783433,-7842748618.690934,7998147187.200778,5
2004-05-03 20:43:00,-467957383.6811049,1509433619.2909172,-7904194555.856775,847294641.375412,1334090669.9739146,-7911048468.467624,8067365988.689175,5
2004-05-03 20:43:10,-412757341.32125396,1532948925.9076097,-7939269576.538671,900960617.1924057,1307258276.0923347,-7946123489.149519,8103180408.886213,5
2004-05-03 20:43:20,-356545581.1658982,1552959796.3380258,-7955047378.964966,952611494.8889122,1277385483.3148477,-7961901291.575814,8119793994.30642,5
2004-05-03 20:43:30,-301771547.5548941,1579822684.5815794,-8004640297.907633,1008552358.4663446,1253045612.628746,-8011494210.518481,8171373241.522341,5
2004-05-03 20:43:40,-245521381.43910614,1599690767.6538463,-8017534627.976674,1060119307.7002349,1223051085.4657848,-8024388540.5875225,8185995257.421679,5
2004-05-03 20:43:50,45468554664.0524,-11095642831.407972,66945392624.16667,20991317998.788948,-41831513859.73825,66938538711.555824,81677897548.616,6
2004-05-03 20:44:00,3674588275.8304157,2654812039.692451,-11385907076.678637,4402783353.839095,-1080671488.6252685,-11392760989.289486,12261621225.851274,6
2004-05-03 20:44:10,10033264518.238035,-424635156.96956253,930841557.0266628,6174240541.362259,-7920093834.522701,923987644.4158137,10084784865.195633,6
2004-05-03 20:44:20,474166860310.5188,-82747138486.7698,603451401361.2048,244022413807.36844,-414890898403.5742,603444547448.594,771898126609.9419,6
2004-05-03 20:44:30,-168622359694.00934,37403413036.528625,-440301772566.917,-80700248286.44637,152708722022.73352,-440308626479.52783,472973752345.30615,6
2004-05-03 20:44:40,21156430128.122746,-740325332.6137581,25177557382.906506,13137125284.96558,-16600111663.952332,25170703470.29566,32889391620.978977,6
2004-05-03 20:44:50,110292550559.01682,-1584274585.3447125,-176594827668.38638,70219175446.12228,-85066159930.31004,-176601681580.99722,208218966722.19446,6
2004-05-03 20:45:00,-2388958414.061824,944371135.7571545,-15707675562.695549,-827321366.3664225,2431907501.5245743,-15714529475.306398,15923098673.609087,6
2004-05-03 20:45:10,7495168845.820215,7261494858.968152,-7252127072.6887455,10387193079.040314,-1008541535.6887541,-7258980985.299595,12712346008.326452,6
2004-05-03 20:45:20,-6684978609.449017,925684978.9752007,-38896087189.211105,-3623689750.8947563,5693266505.013809,-38902941101.82195,39483961772.847466,6
2004-05-03 20:45:30,1569279450.9507008,-1112667131.407863,5647655936.823525,168646775.2831303,-1916322125.5097785,5640802024.212677,5959813730.301774,6
2004-05-03 20:45:40,-51114486840.42795,-61999684363.420265,169346031954.17828,-80344084368.3941,-1203425329.386322,169339178041.56744,187436328776.76813,5
2004-05-03 20:45:50,-62543312608.30472,-24103912173.261963,38054597875.83101,-58869831052.41265,32046598021.611767,38047743963.22016,77073161824.26369,5
2004-05-03 20:46:00,-17600012404.11178,-17875093970.603615,52551430360.67143,-25018059855.37282,1834746104.3717194,52544576448.060585,58225442259.38183,5
2004-05-03 20:46:10,-63375174300.58324,-10994616682.394361,-14905826120.9617,-49419593660.76809,41170119018.65699,-14912680033.572546,66027743891.409195,5
2004-05-03 20:46:20,-69257492425.40138,-19075749994.582603,8086397078.293808,-59386642386.16994,40418905442.90906,8079543165.682963,72289281562.84161,5
2004-05-03 20:46:30,-208298194024.65192,-56351490688.33334,40782788464.254425,-177833469990.79767,122224446672.57864,40775934551.643585,219604725021.90353,5
2004-05-03 20:46:40,-103545268776.05383,-27493808762.419106,12263685378.385925,-88005975299.10468,61093747742.42181,12256831465.775082,107831941553.24156,5
2004-05-03 20:46:50,-90112846866.26425,21592570311.754303,-178668430853.02756,-41904456449.181145,82647228405.79008,-178675284765.6384,201274452476.0709,5
2004-05-03 20:47:00,-222101113152.0126,-41881601363.51796,-35539573510.17505,-175746633305.02597,142112719251.0552,-35546427422.78589,228793471483.57156,5
2004-05-03 20:47:10,-96198017459.10529,27449160440.48761,-211055794497.2422,-41382675966.15684,91076741689.92984,-211062648409.85303,233569990154.4618,5
2004-05-03 20:47:20,-262595321815.76056,-55496787683.48484,-15584166879.21811,-212345372869.80423,164151015376.21216,-15591020791.828945,268847899671.15027,5
2004-05-03 20:47:30,-159610280542.23486,57430009550.71022,-378569071759.20557,-59604201289.219025,158811093665.82886,-378575925671.8164,414841362186.72205,5
2004-05-03 20:47:40,-208223456897.77716,59253500776.66352,-425694731473.8348,-89696948601.65213,197034026504.84888,-425701585386.4456,477587468417.76965,5
2004-05-03 20:47:50,-114483055631.04562,2923556212.888094,-113199058307.94208,-71912081901.14139,89126547613.66675,-113205912220.55293,161029399721.21616,5
2004-05-03 20:48:00,-162841232667.33862,1978941083.4109,-171195247968.5963,-103948918059.20982,125362534049.7688,-171202101881.20715,236286483315.49353,5
2004-05-03 20:48:10,-304424428005.2963,-12835754282.507172,-262002188929.26166,-206927524252.88654,223651307911.78677,-262009042841.8725,401855255477.63586,5
2004-05-03 20:48:20,-249236174221.75552,-3231065855.01593,-232296433934.00195,-163868727023.62946,187819291827.90695,-232303287846.6128,340725495998.5054,5
2004-05-03 20:48:30,-215707061347.39114,5985943403.21875,-240440005933.1397,-135131929048.95702,168239937600.27448,-240446859845.75055,323078948961.26953,5
2004-05-03 20:48:40,186976096572.59546,230939429669.25836,-728208668880.0273,297057192707.15717,7086719539.520813,-728215522792.6382,786505591187.4017,5
2004-05-03 20:48:50,-754272636309.4248,-99986289700.06552,-269865606613.65976,-564658619837.2305,509985185736.3057,-269872460526.27057,807313688461.6063,5
2004-05-03 20:49:00,-121959953881.88971,52369336640.72194,-308464046719.173,-39077716888.8613,126845159515.63615,-308470900631.7838,335814024403.95044,5
2004-05-03 20:49:10,-244533466757.5723,-9601537712.27629,-177989211283.8853,-165677364485.1825,180110387903.8398,-177996065196.49615,302607567914.39136,5
2004-05-03 20:49:20,-116008284619.28046,26440239507.81821,-203971154287.91785,-54980703557.50479,105518287730.11658,-203978008200.5287,236144054844.97983,5
2004-05-03 20:49:30,-303609834218.87744,14781594965.661469,-342481353222.1131,-185356256584.69562,240915778761.46686,-342488207134.72394,457925240992.12213,5
2004-05-03 20:49:40,-209018676191.7339,160208250663.93082,-791341454306.3099,-13286935335.092943,263018901825.86786,-791348308218.9208,834018962787.5571,5
2004-05-03 20:49:50,60302302347.986084,106257840805.02419,-357066971035.44037,120018175924.19826,22864402559.907196,-357073824948.0512,377397482662.01355,5
2004-05-03 20:50:00,-125237996904.00436,34333069470.31017,-237870355880.49588,-54943784287.42678,117662545247.2763,-237877209793.10672,271014503163.2889,5
2004-05-03 20:50:10,-249787150360.50958,60746459122.48938,-458689350471.6824,-115476263775.28207,229671373947.08154,-458696204384.2932,525819280193.10583,5
2004-05-03 20:50:20,-496263340186.8384,31405010846.29666,-553482298133.2913,-297453263790.08856,398478376775.3413,-553489152045.9021,744052217474.9421,5
2004-05-03 20:50:30,-14047461820.907257,61049606566.36479,-241579391879.44003,37421248497.08559,50239929121.926605,-241586245792.05087,249576269851.83118,5
2004-05-03 20:50:40,-151808529525.75482,21987934221.759377,-213543235135.46594,-81557715449.56331,129913840534.12558,-213550089048.07678,262931374020.14175,5
2004-05-03 20:50:50,194494697115.2698,176629658608.0745,-483661233260.40173,260543594774.1307,-33813619735.64647,-483668087173.0126,550419062357.9949,5
2004-05-03 20:51:00,-419140600074.96375,-104422745862.8585,21753176224.56778,-351005450891.8391,251749852651.28323,21746322311.956955,432499384276.8122,5
2004-05-03 20:51:10,-373806462388.3889,-6422756241.304321,-297505737252.2438,-246973226338.57892,280671786544.26654,-297512591164.8546,477793018148.7201,5
2004-05-03 20:51:20,-339860974368.10114,38856859452.81854,-437607504078.1604,-190487974205.875,284129538103.8534,-437614357990.77124,555447197364.2877,5
2004-05-03 20:51:30,-63722554402.60109,17293500716.360676,-117783643223.86153,-28089719065.591896,59754378720.218475,-117790497136.47238,135034141272.05194,5
2004-05-03 20:51:40,-331453834776.8657,35237117752.53665,-410155899750.6776,-187801610067.25534,275379339603.3612,-410162753663.28845,528523140379.76447,5
2004-05-03 20:51:50,531282574171.7288,419530128429.4822,-1059014282584.4233,663733667586.0045,-133133696042.56879,-1059021136497.0342,1256898058736.9023,5
2004-05-03 20:52:00,-340597782867.92847,-71515819359.60318,-31892430953.17993,-275066365441.04626,213212919099.09735,-31899284865.790764,349483645744.19543,5
2004-05-03 20:52:10,-226558715048.66928,17894896292.889114,-254750450204.39227,-133085203817.25417,184220940785.51794,-254757304117.0031,341394655054.73956,5
2004-05-03 20:52:20,-349308841609.5929,56096472209.29396,-485646758855.57324,-183470318024.7686,302493060236.87195,-485653612768.1841,600851762652.2925,5
2004-05-03 20:52:30,-1167862307898.2878,-329161851935.53735,173896580177.04883,-1007127985825.8958,676714652035.8083,173889726264.43805,1225759820280.4626,5
2004-05-03 20:52:40,-686706468431.7106,-179822581068.40546,55086426167.22577,-581735603321.905,406798960414.34674,55079572254.61496,711994006748.8247,5
2004-05-03 20:52:50,-146786555217.175,60832016008.490326,-336444586229.5796,-48707231116.99091,151242895715.39636,-336451440142.1904,372083833888.5689,5
2004-05-03 20:53:00,-767041085666.346,-69360607991.08185,-367428316715.259,-549591542960.4048,539547812032.1554,-367435170627.86975,853329543714.863,5
2004-05-03 20:53:10,-17857509188.13449,418749176414.96106,-1485086070110.4407,307511991396.8296,284791606435.63855,-1485092924023.0515,1543104298786.1748,5
2004-05-03 20:53:20,-219545271450.4767,-18796101324.58188,-114813191767.89655,-156500878519.73508,155115548235.37555,-114820045680.50739,248469316358.94962,5
2004-05-03 20:53:30,-175028685660.6537,945617266.6799316,-146630074143.87848,-112628957108.24344,133979882289.32251,-146636928056.48932,228338081596.99353,5
2004-05-03 20:53:40,-288739632375.79987,8821276583.115631,-274192325912.54614,-180267833305.0766,225725115622.46555,-274199179825.15698,398288224485.8252,5
2004-05-03 20:53:50,-177576897846.4768,194252383869.7438,-776491558439.3295,33015740964.7321,261108247822.38193,-776498412351.9403,819888614762.6449,5
2004-05-03 20:54:00,-104423733909.62512,366159547680.3196,-1349418239947.719,211379167857.84116,316695533331.88074,-1349425093860.3298,1402114580687.5405,5
2004-05-03 20:54:10,-260220382163.4378,17758221144.64534,-279426282050.3785,-154988856566.52,209781780155.17123,-279433135962.9893,382247064630.95355,5
2004-05-03 20:54:20,-388308517508.51166,130753836698.50092,-741208197335.7383,-151839705824.00516,380558424928.9037,-741215051248.3491,846923705682.0297,5
2004-05-03 20:54:30,-329174573240.3344,335214980003.405,-1418133674916.559,42250105972.53962,467910170435.4604,-1418140528829.17,1493936932591.0347,5
2004-05-03 20:54:40,-314608800595.8783,-9852248251.847092,-200438749851.42938,-211249631501.31998,233343683380.77377,-200445603764.04022,373167685433.0783,5
2004-05-03 20:54:50,-201712519316.79535,19994711507.864227,-232026659413.50964,-115394642612.85735,166648612807.782,-232033513326.12048,308102637121.08997,5
2004-05-03 20:55:00,-367554686396.7593,96900970543.89682,-572300054319.9812,-164194432778.6886,342821191662.9117,-572306908232.592,687038120062.8118,5
2004-05-03 20:55:10,-948632693146.3889,-134745368455.98026,-340529915186.7109,-717012980046.3191,635572502671.2058,-340536769099.32166,1016870351035.5919,5
2004-05-03 20:55:20,-152571817822.38568,-468730921.1152344,-109958099874.76465,-99163444737.90259,115952368026.23141,-109964953787.3755,188070815079.41977,5
2004-05-03 20:55:30,-275025329826.80945,98260748488.7638,-562877130438.8057,-103235716135.00946,273196729808.87717,-562883984351.4165,634139137810.8583,5
2004-05-03 20:55:40,-268598750115.21204,93628151250.73463,-483985385226.81226,-102603745836.28943,265299736868.4696,-483992239139.4231,561391099492.4213,5
2004-05-03 20:55:50,-314771934958.32104,109086998319.7428,-561477546274.5518,-120726537942.18864,310493800168.25775,-561484400187.1626,652875201366.9768,5
2004-05-03 20:56:00,-1089367037573.3267,-119307096019.21051,-514230638332.5322,-796389857814.6279,752806487645.1323,-514237492245.143,1210534845389.0857,5
2004-05-03 20:56:10,65599581944.12753,107355349456.32521,-276831483246.33636,124285002106.99127,19538761165.347466,-276838337158.9472,304085497611.34985,5
2004-05-03 20:56:20,-162862040960.00964,78292898126.51125,-370163082326.4234,-45813061088.86218,174799793347.6353,-370169936239.03424,411921820271.6609,5
2004-05-03 20:56:30,-452551989114.9133,103894393558.19373,-634979058475.9657,-213910412585.11398,412116002339.50934,-634985912388.5765,786641197070.5482,5
2004-05-03 20:56:40,-68947837391.61359,475506837809.21686,-1613264221357.0342,317673492804.75354,360477785174.0381,-1613271075269.645,1683301590308.8872,5
2004-05-03 20:56:50,37461147710.32898,116902670701.34644,-331337637719.6517,113337193899.67696,47162452438.262115,-331344491632.2625,353353631049.8122,5
2004-05-03 20:57:00,-489107526340.61176,10629684935.920624,-432367813038.7077,-308649393594.5785,379571591858.6719,-432374666951.31854,652906497236.5421,5
2004-05-03 20:57:10,-367107181240.81464,147132547111.50095,-672302806182.4194,-125629416658.66595,375010492323.1321,-672309660095.0303,780010191433.1183,5
2004-05-03 20:57:20,235590080173.85504,389741699013.3741,-1059077717349.9497,449543287515.78595,72885435639.74933,-1059084571262.5605,1152849332378.3894,5
2004-05-03 20:57:30,-114866628011.73215,19387034919.495285,-133226342452.72012,-59615725518.91307,100080673713.69713,-133233196365.33098,176978135920.39197,5
2004-05-03 20:57:40,-111442331477.40675,22216589651.379986,-139958922409.96774,-55242079149.33679,99303882770.38217,-139965776322.57858,180286901863.66144,5
2004-05-03 20:57:50,-376903200554.7843,113344722063.88643,-571820634176.9353,-157718861328.1199,360593604425.46405,-571827488089.5461,694182730198.6033,5
2004-05-03 20:58:00,-1948931084272.072,-294239687330.16125,-708945359898.048,-1486343273866.263,1294485401355.6133,-708952213810.6587,2094641263691.0688,5
2004-05-03 20:58:10,247733673029.4265,252603586356.4731,-571602545774.3291,352911732856.267,-25179193226.234528,-571609399686.94,672248457617.867,5
2004-05-03 20:58:20,-6365195806.331582,5912122706.4984045,-21725062792.04421,382944849.01641047,8678848765.550455,-21731916704.655056,23403958347.05639,6
2004-05-03 20:58:30,-6240932247.019135,5978128699.988471,-21729983461.238316,513713641.6089717,8626908932.729275,-21736837373.849163,23391826744.748795,6
2004-05-03 20:58:40,-6129972162.2385645,6057441681.476221,-21782725580.797733,646006612.5665537,8593723705.862427,-21789579493.40858,23431926642.420025,6
2004-05-03 20:58:50,-5456367694.490742,4665157325.339066,-15469257662.346561,21351183.696323402,7178801692.994922,-15476111574.95741,17060060934.853743,5
2004-05-03 20:59:00,-5399645060.233547,4739635291.093921,-15560012222.168312,114835475.33494997,7183812864.203437,-15566866134.779161,17144902324.376902,5
2004-05-03 20:59:10,-5326499360.601216,4800858889.862475,-15606195895.991604,208855951.3762946,7167726456.716523,-15613049808.602453,17181014163.68197,5
2004-05-03 20:59:20,-5241174190.466549,4851634437.455755,-15618154025.197206,302802775.4726467,7135593371.988839,-15625007937.808056,17179908479.027752,5
2004-05-03 20:59:30,-5167585699.807934,4913826197.058447,-15666599865.934301,397847720.2152686,7119796555.893057,-15673453778.54515,17219376851.500126,5
2004-05-03 20:59:40,-5088590851.255838,4971611474.1115055,-15700529146.088171,493036226.87403107,7097026563.755552,-15707383058.69902,17243339390.0476,5
2004-05-03 20:59:50,-5000560774.921112,5020950854.292202,-15707718085.426151,587640441.6664772,7061902336.794411,-15714571998.037,17238432613.918034,5
2004-05-03 21:00:00,-4931120569.514277,5089631236.541123,-15775057597.472015,684943099.1766129,7053468483.922407,-15781911510.082865,17299979642.036644,5
2004-05-03 21:00:10,-4846321478.09819,5143247141.233113,-15795219394.491001,780713512.6406431,7023575691.382011,-15802073307.10185,17310275846.571964,5
2004-05-03 21:00:20,-4757929945.28659,5193315463.609274,-15804554359.108675,876107244.7246242,6988648111.199053,-15811408271.719524,17309228690.540363,5
2004-05-03 21:00:30,-4678001148.611746,5253053073.666506,-15843227817.452124,973388211.1993222,6966430817.147184,-15850081730.062973,17340811220.628517,5
2004-05-03 21:00:40,-4582717849.26314,5295767346.584365,-15830659158.258692,1067641492.789834,6921489353.496376,-15837513070.869541,17316861537.173927,5
2004-05-03 21:00:50,-4501218802.272014,5354596556.925145,-15866415018.219862,1165247185.4202523,6897487282.420779,-15873268930.830711,17346290622.630585,5
2004-05-03 21:01:00,-4412516722.624163,5405268753.906035,-15877932737.899464,1261302167.0028763,6862714146.325719,-15884786650.510313,17349760100.442192,5
2004-05-03 21:01:10,-4336729203.247393,5472408122.401329,-15937573789.478561,1361541171.3468995,6848445828.157484,-15944427702.08941,17406314353.407402,5
2004-05-03 21:01:20,-4144784840.2078567,5073504093.217584,-16128644163.27246,1181890637.037127,6443856223.095896,-16135498075.88331,17414776675.532814,4
2004-05-03 21:01:30,-4057122302.5002,5129459965.001242,-16145220879.699392,1281298433.1117148,6413296933.4443245,-16152074792.310242,17425889455.85289,4
2004-05-03 21:01:40,-3965251408.622024,5180185023.855826,-16145411897.20325,1379445838.3716512,6376143473.598464,-16152265809.8141,17419924431.747765,4
2004-05-03 21:01:50,-3866312585.8150415,5221268850.123061,-16116087124.368557,1474824100.5046902,6327360704.594757,-16122941036.979406,17382745102.41101,4
2004-05-03 21:02:00,-3789878547.142724,5293013443.032264,-16181325874.17738,1578990861.0387015,6315582127.460041,-16188179786.788229,17448121806.008675,4
2004-05-03 21:02:10,-3690738085.6442056,5333288971.2969675,-16150279719.044367,1673883802.7458267,6266122255.873993,-16157133631.655216,17410317122.37943,4
2004-05-03 21:02:20,-3593837599.770715,5376033352.165719,-16127489346.27138,1769207326.1222157,6219968034.512535,-16134343258.882229,17382034671.13677,4
2004-05-03 21:02:30,-3501951188.187894,5425821474.819441,-16126330530.530766,1866650858.7216668,6182195984.720535,-16133184443.141615,17377674553.814377,4
2004-05-03 21:02:40,-3415688508.9844136,5484404372.821143,-16151373818.97327,1967153826.0058522,6154404631.232186,-16158227731.58412,17402146820.603363,4
2004-05-03 21:02:50,-3319995067.1179633,5527686773.463733,-16131582371.453758,2062105617.660491,6109518572.336273,-16138436284.064608,17378941925.759514,4
2004-05-03 21:03:00,-3218243247.1748147,5559737255.003666,-16079942168.66448,2152422411.17166,6052742318.15774,-16086796081.27533,17322055881.64023,4
2004-05-03 21:03:10,-3127041005.013011,5609054662.563149,-16079014193.98985,2249064198.137497,6015186750.317827,-16085868106.600698,17320390127.000504,4
2004-05-03 21:03:20,-3026967399.8154726,5641502123.367055,-16030452019.386951,2338596657.4082246,5959946340.228932,-16037305931.9978,17268039155.067406,4
2004-05-03 21:03:30,-2943650224.779693,5704706203.930562,-16069687362.407873,2440713323.3550386,5937392094.692278,-16076541275.018723,17310831458.37593,4
2004-05-03 21:03:40,-2846270541.5089703,5740307180.676768,-16031451599.265,2530904082.1763697,5886246622.923773,-16038305511.875849,17270802484.868088,4
2004-05-03 21:03:50,-2752724088.0683384,5782399016.92676,-16012153226.286602,2623558290.0895715,5842225498.606084,-16019007138.897451,17251760680.98872,4
2004-05-03 21:04:00,-2654235282.6435046,5812619298.600049,-15960890558.033699,2710367367.981088,5786750331.061962,-15967744470.644548,17198878862.974236,4
2004-05-03 21:04:10,-2562022372.0134645,5855046027.103963,-15944046449.909191,2802413144.6372385,5743962211.470485,-15950900362.52004,17183650476.3999,4
2004-05-03 21:04:20,-2474895773.127879,5908509190.031197,-15957617640.975428,2899574481.323759,5712196999.73119,-15964471553.586277,17201775452.602196,4
2004-05-03 21:04:30,-2373684681.159455,5926681611.036848,-15876739189.215704,2978966359.850301,5646845246.52843,-15883593101.826553,17118692462.794949,4
2004-05-03 21:04:40,-2272989383.1363087,5942703025.037573,-15791781116.41438,3056385193.230383,5580493509.636169,-15798635029.025229,17031742924.340782,4
2004-05-03 21:04:50,-2186338585.9359584,5993388716.605085,-15799919375.754307,3151122033.79348,5547292138.802187,-15806773288.365156,17045706260.957611,4
2004-05-03 21:05:00,-2093275892.1265004,6025161708.28318,-15758800137.9564,3235600253.606062,5496957077.894839,-15765654050.56725,17007101274.4536,4
2004-05-03 21:05:10,-1996067841.4765391,6041926739.753165,-15679715010.726875,3311327341.3813915,5433744107.956524,-15686568923.337725,16928050932.672583,4
2004-05-03 21:05:20,-1907718187.621002,6082740192.979432,-15664149361.858358,3399641972.843856,5392854926.376368,-15671003274.469208,16918061160.45477,4
2004-05-03 21:05:30,-1815539609.9750237,6109003341.628972,-15611993308.757412,3479349270.3940196,5339625330.557189,-15618847221.368261,16869079955.366932,4
2004-05-03 21:05:40,-1723309007.3485432,6131639276.817606,-15551791611.241526,3556326413.4314632,5284007086.495543,-15558645523.852375,16811889810.068853,4
2004-05-03 21:05:50,-1631411380.6919715,6151491674.872915,-15485853504.34277,3630966933.218774,5226839925.471603,-15492707416.953619,16748962940.551329,4
2004-05-03 21:06:00,-1540660514.9825134,6171355284.846468,-15421298507.182163,3704873346.526098,5170553828.607061,-15428152419.793013,16687977723.39979,4
2004-05-03 21:35:00,40078296233.79817,-27753451230.403244,167223046346.52576,4807717684.440795,-48511973983.71132,167216192433.91492,174177440506.01282,5
2004-05-03 21:35:10,-7770967353.942339,-9592507338.662607,-25534336727.87448,-12341583267.136082,-290885383.3876381,-25541190640.48533,28368146065.25314,5
2004-05-03 21:35:20,89345752326.98787,381095674850.44806,3488919631.0296993,348246475921.9774,178720746959.4422,3482065718.418829,391444553120.2149,5
2004-05-03 21:35:30,-6426714869.083469,5094478567.87215,-30546028796.745163,-279919734.7987775,8196213213.57023,-30552882709.35601,31634394382.56877,5
2004-05-03 21:35:40,8746136029.77792,4687378977.401693,22159085901.799225,9235915260.796854,-3628761154.7841306,22152231989.188377,24273265547.22111,5
2004-05-03 21:35:50,-159404547618.4779,472253271738.58923,-1165896128871.6177,256614015779.23734,427296512957.59656,-1165902982784.2285,1267975878455.5916,5
2004-05-03 21:36:00,-12701344531.38379,242252446042.2721,-396656971901.1703,176365048417.00153,166562332508.8191,-396663825813.7811,464962183003.2367,5
2004-05-03 21:36:10,41595691753.49432,-642080992569.498,1006214655585.2144,-462311876976.55054,-447510614107.52356,1006207801672.6035,1194341727262.046,5
2004-05-03 21:36:20,-807918202948.4385,821770986502.8804,-3915869712402.4526,102956232608.73816,1147797643945.3328,-3915876566315.0635,4081927081648.433,5
2004-05-03 21:36:30,3419097073.464972,2919050800.8778534,7147825988.139835,4438668974.232468,-714870860.3481712,7140972075.528987,8438382830.452385,5
2004-05-03 21:36:40,26393406075.648067,-823984839.1765726,82612510773.34464,16464877754.84736,-20644735192.439598,82605656860.73378,86723652114.29529,5
2004-05-03 21:36:50,-93245990524.6688,-19954116116.192078,-38522614492.729866,-75591039394.07843,58128707409.96205,-38529468405.340706,102846836594.17163,5
2004-05-03 21:37:00,6803748382.175181,-8794410313.522285,25679833181.457016,-2294774634.481199,-10879602678.17745,25672979268.84617,27977376746.1617,5
2004-05-03 21:37:10,-37196579194.57114,26815692843.536446,-88560555379.69586,-3655655842.805368,45708879153.8542,-88567409292.30672,99733903171.85858,5
2004-05-03 21:37:20,-11300917348.370163,68856584776.88806,-183037082906.91217,45148650911.363655,53202979450.054474,-183043936819.523,195892931235.07196,5
2004-05-03 21:37:30,-11173459182.751524,3285341567.8281364,-18376727585.450916,-4732458826.466011,10641505404.995089,-18383581498.061764,21762212031.974476,5
2004-05-03 21:37:40,5852824813.546549,2645196441.125557,-1912845346.2030487,5806096341.7354,-2746660543.805078,-1919699258.8138976,6703741053.822069,5
2004-05-03 21:37:50,-13180164425.849371,722169535.6790152,-13261190599.055454,-7985087085.154192,10510638259.19088,-13268044511.666304,18715665564.884987,5
2004-05-03 21:38:00,-55238023547.360374,69349660926.92393,-233608702895.20193,17070413252.660837,87001278152.9845,-233615556807.81277,249873667663.26938,5
2004-05-03 21:38:10,74419944207.11023,-34005561867.51468,181894402094.52615,22283634883.327827,-78728360117.71507,181887548181.9153,199443714501.27643,5
2004-05-03 21:38:20,3927638650.7587852,10875961166.204355,-18449548657.211517,10830971044.77707,4050578891.415873,-18456402569.822365,21779713472.581055,5
2004-05-03 21:38:30,-6992743464.733952,-6475236361.235005,2937359491.5334435,-9462317764.6073,1134891925.4494596,2930505578.922595,9970521556.515974,5
2004-05-03 21:38:40,2593941030.7805405,19967745400.914764,-33881498365.949097,16894972888.486322,10954720514.496553,-33888352278.559944,39419112504.07851,5
2004-05-03 21:38:50,17419423454.568993,-55359788384.822296,87358438601.77768,-30901653036.719917,-49124517376.02034,87351584689.16682,104873398512.38458,5
2004-05-03 21:39:00,-6213131535.240295,-12756126087.715216,-22428054834.62287,-13743317493.116177,-3526697057.0028133,-22434908747.23372,26545084259.52288,5
2004-05-03 21:39:10,41236595869.267914,-53563483529.2993,171505839244.4209,-14108761203.138042,-66109310481.35696,171498985331.81006,184340446036.26202,5
2004-05-03 21:39:20,128418856490.71698,-268614671861.9265,717777006674.6573,-121512618491.8052,-271808536561.22574,717770152762.0465,777070903583.6703,5
2004-05-03 21:39:30,6855805888.253479,25041220728.228325,-33570364674.05848,23520845377.319294,10992900639.544147,-33577218586.669327,42444123736.40932,5
2004-05-03 21:39:40,16183352381.97062,-139889954727.80502,239153560707.7201,-96112019711.24529,-102924935328.3262,239146706795.10925,277528755296.2051,5
2004-05-03 21:39:50,1557718379.520422,12174453169.108103,-17951310012.37242,10285614136.966108,6697310728.367697,-17958163924.98327,21751861546.162815,5
2004-05-03 21:40:00,3803432665.497073,-10187445276.392183,21586323104.606365,-5299256082.597436,-9495575208.99594,21579469191.995518,24164468837.26038,5
2004-05-03 21:40:10,6746224710.421917,-2605242089.35252,29996473336.53782,2383964543.94625,-6827626372.702214,29989619423.92697,30849263233.082073,5
