time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-16T00:00:30,1751.5303,73.2663,-3455.7583,3874.9828,6
2024-05-16T00:01:00,-698.6063,-99.3611,1466.6997,1627.6153,7
2024-05-16T00:01:30,-6533.5099,-1700.4696,14491.6992,15987.1103,8
2024-05-16T00:02:00,-14859.9312,-5870.4544,34562.4939,38076.8404,7
2024-05-16T00:02:30,-381.4687,-234.5601,1774.7981,1830.4221,7
2024-05-16T00:03:00,-76.2888,-56.7140,388.2261,399.6948,7
2024-05-16T00:03:30,-0.0025,-0.0017,0.0120,0.0124,6
2024-05-16T00:04:00,-0.0030,-0.0002,-0.0148,0.0151,6
2024-05-16T00:04:30,-0.0096,-0.0099,0.1377,0.1384,6
2024-05-16T00:05:00,-0.0716,-0.0299,1.0587,1.0616,7
2024-05-16T00:05:30,0.0005,-0.0047,-0.0626,0.0627,7
2024-05-16T00:06:00,0.0004,-0.0017,-0.0231,0.0232,8
2024-05-16T00:06:30,-0.0035,0.0014,0.0250,0.0252,8
2024-05-16T00:07:00,-0.0021,-0.0034,-0.0209,0.0213,8
2024-05-16T00:07:30,0.0014,0.0004,0.0056,0.0058,8
2024-05-16T00:08:00,0.0037,0.0072,0.0462,0.0469,8
2024-05-16T00:08:30,-0.0050,-0.0130,-0.0147,0.0203,8
2024-05-16T00:09:00,-0.0027,-0.0099,-0.0495,0.0506,7
2024-05-16T00:09:30,0.0044,0.0079,0.0437,0.0446,7
2024-05-16T00:10:00,-0.0012,-0.0090,-0.0059,0.0108,7
2024-05-16T00:10:30,0.0032,-0.0018,0.0212,0.0215,7
2024-05-16T00:11:00,0.0010,0.0055,0.0310,0.0316,7
2024-05-16T00:11:30,0.0057,0.0058,0.0491,0.0497,7
2024-05-16T00:12:00,0.0038,0.0056,0.0418,0.0423,7
2024-05-16T00:12:30,-0.0003,-0.0039,-0.0229,0.0232,7
2024-05-16T00:13:00,0.0032,0.0047,0.0094,0.0110,7
2024-05-16T00:13:30,0.0042,0.0007,0.0472,0.0474,7
2024-05-16T00:14:00,0.0046,-0.0058,0.0394,0.0401,7
2024-05-16T00:14:30,0.0028,-0.0014,0.0258,0.0260,7
2024-05-16T00:15:00,-0.0066,0.0038,-0.0907,0.0910,7
2024-05-16T00:15:30,-0.0055,0.0048,-0.0348,0.0356,9
2024-05-16T00:16:00,-0.0031,-0.0033,-0.0191,0.0196,9
2024-05-16T00:16:30,-0.0004,0.0173,0.0057,0.0183,9
2024-05-16T00:17:00,-0.0038,0.0046,-0.0457,0.0461,9
2024-05-16T00:17:30,-0.0029,0.0045,-0.0202,0.0209,9
2024-05-16T00:18:00,0.0006,-0.0026,0.0141,0.0144,9
2024-05-16T00:18:30,-0.0020,0.0016,-0.0354,0.0355,9
2024-05-16T00:19:00,0.0056,0.0022,0.0181,0.0191,9
2024-05-16T00:19:30,0.0078,0.0005,0.0822,0.0826,9
2024-05-16T00:20:00,-0.0102,-0.0006,-0.1622,0.1625,9
2024-05-16T00:20:30,0.0025,-0.0049,0.0459,0.0462,8
2024-05-16T00:21:00,0.0014,-0.0009,0.0404,0.0404,8
2024-05-16T00:21:30,-0.0031,-0.0041,-0.0502,0.0504,9
2024-05-16T00:22:00,-0.0019,-0.0014,0.0043,0.0049,9
2024-05-16T00:22:30,-0.0006,0.0011,-0.0105,0.0106,9
2024-05-16T00:23:00,-0.0026,nan,nan,nan,21
2024-05-16T00:23:30,-0.0004,nan,nan,nan,21
2024-05-16T00:24:00,0.0004,nan,nan,nan,21
2024-05-16T00:24:30,-0.0001,nan,nan,nan,21
2024-05-16T00:25:00,0.0004,nan,nan,nan,21
2024-05-16T00:25:30,-0.0024,-0.0000,0.0308,0.0309,10
2024-05-16T00:26:00,-0.0003,0.0000,-0.0011,0.0012,10
2024-05-16T00:26:30,0.0012,-0.0016,-0.0259,0.0259,10
2024-05-16T00:27:00,-0.0024,0.0001,-0.0012,0.0027,10
2024-05-16T00:27:30,0.0031,0.0017,0.0005,0.0036,10
2024-05-16T00:28:00,0.0048,-0.0013,-0.0528,0.0530,11
2024-05-16T00:28:30,0.0019,0.0007,-0.0103,0.0105,11
2024-05-16T00:29:00,-0.0016,-0.0011,0.0211,0.0212,11
2024-05-16T00:29:30,0.0029,0.0032,0.0008,0.0044,10
2024-05-16T00:30:00,0.0082,-0.0006,-0.0394,0.0402,10
2024-05-16T00:30:30,0.0023,0.0012,-0.0077,0.0081,10
2024-05-16T00:31:00,-0.0018,0.0026,0.0131,0.0135,9
2024-05-16T00:31:30,0.0045,-0.0040,-0.0316,0.0321,9
2024-05-16T00:32:00,-0.0076,-0.0024,0.0313,0.0323,8
2024-05-16T00:32:30,0.0030,0.0057,-0.0067,0.0093,7
2024-05-16T00:33:00,0.0045,0.0005,-0.0078,0.0090,7
2024-05-16T00:33:30,-0.0089,0.0059,0.0073,0.0129,7
2024-05-16T00:34:00,-0.0037,0.0079,0.0421,0.0430,7
2024-05-16T00:34:30,-0.0224,0.0046,0.0943,0.0971,6
2024-05-16T00:35:00,0.0066,-0.0046,-0.0340,0.0349,6
2024-05-16T00:35:30,0.0156,-0.0065,-0.0036,0.0172,6
2024-05-16T00:36:00,-0.0075,0.0045,0.0035,0.0094,6
2024-05-16T00:36:30,0.0056,-0.0061,0.0206,0.0222,6
2024-05-16T00:37:00,-0.0289,0.0211,-0.0130,0.0381,6
2024-05-16T00:37:30,0.0145,-0.0150,-0.0235,0.0314,6
2024-05-16T00:38:00,-0.0062,0.0063,0.0228,0.0244,5
2024-05-16T00:38:30,-0.0247,0.0480,-0.0386,0.0663,5
2024-05-16T00:39:00,-0.0373,0.1591,-0.3972,0.4295,5
2024-05-16T00:39:30,-0.2237,0.9704,-2.2147,2.4283,6
2024-05-16T00:40:00,-4669.7163,82740.0280,-76823.3004,113002.3804,6
2024-05-16T00:40:30,-7542.0611,122901.8768,-127625.3847,177341.4583,5
2024-05-16T00:41:00,0.0066,-0.0193,-0.0393,0.0442,6
2024-05-16T00:41:30,-0.0052,0.0111,0.0058,0.0136,6
2024-05-16T00:42:00,0.0013,-0.0026,0.0010,0.0031,5
2024-05-16T00:42:30,-0.0058,0.0130,-0.0185,0.0233,6
2024-05-16T00:43:00,0.0059,-0.0859,-0.2935,0.3059,6
2024-05-16T00:43:30,-0.0069,-0.0358,-0.2267,0.2296,6
2024-05-16T00:44:00,-0.0007,-0.0025,0.0097,0.0100,6
2024-05-16T00:44:30,0.0014,0.0017,-0.0134,0.0135,7
2024-05-16T00:45:00,-0.0025,0.0032,0.0130,0.0136,7
2024-05-16T00:45:30,0.0057,-0.0008,0.0104,0.0119,7
2024-05-16T00:46:00,-0.0005,-0.0001,0.0138,0.0138,7
2024-05-16T00:46:30,-0.0024,0.0016,-0.0216,0.0218,7
2024-05-16T00:47:00,0.0008,0.0019,0.0104,0.0106,7
2024-05-16T00:47:30,0.0016,-0.0001,0.0194,0.0195,7
2024-05-16T00:48:00,0.0047,0.0019,-0.1013,0.1014,7
2024-05-16T00:48:30,0.0027,-0.0001,-0.0255,0.0257,7
2024-05-16T00:49:00,-0.0031,0.0046,-0.0280,0.0285,7
2024-05-16T00:49:30,0.0025,-0.0009,-0.0218,0.0220,7
2024-05-16T00:50:00,-0.0052,-0.0043,0.0034,0.0076,7
2024-05-16T00:50:30,0.0010,0.0015,-0.0130,0.0131,7
2024-05-16T00:51:00,-0.0002,0.0023,-0.0346,0.0347,7
2024-05-16T00:51:30,-0.0021,0.0010,0.0051,0.0057,7
2024-05-16T00:52:00,-0.0038,0.0061,0.0359,0.0366,7
2024-05-16T00:52:30,0.0013,-0.0004,-0.0066,0.0067,7
2024-05-16T00:53:00,0.0050,0.0061,0.0406,0.0414,7
2024-05-16T00:53:30,0.0020,-0.0065,-0.0196,0.0208,6
2024-05-16T00:54:00,0.0002,0.0088,0.0196,0.0215,6
2024-05-16T00:54:30,0.0006,0.0036,0.0144,0.0149,5
2024-05-16T00:55:00,-0.0018,-0.0034,-0.0174,0.0178,5
2024-05-16T00:55:30,-0.0666,0.0854,0.7116,0.7198,4
2024-05-16T00:56:00,-0.0526,0.0368,0.4407,0.4453,4
2024-05-16T00:56:30,-0.0302,0.0079,0.1967,0.1992,4
2024-05-16T00:57:00,18930.5302,8507.9821,-24995.8850,32489.1521,4
2024-05-16T00:57:30,21091.0828,6063.0061,-29338.4847,36637.9653,5
2024-05-16T00:58:00,15784.1557,1888.0618,-22808.2001,27801.4090,4
2024-05-16T00:58:30,7544.0150,-410.7667,-11181.5712,13494.7555,4
2024-05-16T00:59:00,-1899.7823,446.7452,2855.7219,3458.8873,4
2024-05-16T00:59:30,0.0138,0.0087,-0.0955,0.0969,4
2024-05-16T01:00:00,0.0177,0.0094,-0.1529,0.1543,4
2024-05-16T01:00:30,0.0207,0.0170,-0.2047,0.2065,5
