time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-01T00:00:30,0.0005,-0.0008,0.0364,0.0364,6
2024-05-01T00:01:00,0.0011,-0.0030,-0.0146,0.0149,6
2024-05-01T00:01:30,-0.0020,0.0022,0.0009,0.0031,6
2024-05-01T00:02:00,0.0001,0.0015,0.0072,0.0073,6
2024-05-01T00:02:30,0.0022,-0.0038,0.0062,0.0076,6
2024-05-01T00:03:00,-0.0036,0.0013,0.0223,0.0226,6
2024-05-01T00:03:30,0.0025,-0.0005,0.0205,0.0207,5
2024-05-01T00:04:00,0.0034,-0.0013,-0.0012,0.0038,5
2024-05-01T00:04:30,0.0005,-0.0056,0.0188,0.0196,5
2024-05-01T00:05:00,-0.0020,0.0011,0.0038,0.0044,5
2024-05-01T00:05:30,0.0047,0.0005,0.0031,0.0057,5
2024-05-01T00:06:00,-0.0066,0.0169,-0.0082,0.0199,4
2024-05-01T00:06:30,-0.0042,0.0040,0.0045,0.0073,4
2024-05-01T00:07:00,0.0049,0.0078,-0.0143,0.0170,5
2024-05-01T00:07:30,0.0039,-0.0011,0.0160,0.0165,5
2024-05-01T00:08:00,-0.0002,-0.0041,0.0062,0.0074,5
2024-05-01T00:08:30,0.0003,-0.0192,0.0964,0.0983,5
2024-05-01T00:09:00,-0.0037,0.0363,-0.1844,0.1879,5
2024-05-01T00:09:30,0.0019,-0.0381,0.2148,0.2182,5
2024-05-01T00:10:00,-0.0016,-0.0001,-0.0055,0.0057,5
2024-05-01T00:10:30,0.0033,-0.0080,0.0569,0.0576,5
2024-05-01T00:11:00,-0.0056,0.0069,-0.0151,0.0175,5
2024-05-01T00:11:30,0.0035,-0.0014,-0.0348,0.0350,5
2024-05-01T00:12:00,-0.0007,0.0010,0.0254,0.0254,5
2024-05-01T00:12:30,0.0022,-0.0051,-0.0380,0.0384,5
2024-05-01T00:13:00,-0.0016,0.0013,0.0345,0.0345,5
2024-05-01T00:13:30,-0.0009,-0.0069,-0.0168,0.0182,5
2024-05-01T00:14:00,0.0017,0.0010,0.0142,0.0143,5
2024-05-01T00:14:30,450.3076,-236.3669,-1027.1286,1146.1411,5
2024-05-01T00:15:00,29873.0514,-11017.4116,-37736.4911,49374.3387,5
2024-05-01T00:15:30,50062.6460,-14833.7803,-62909.1275,81754.9257,5
2024-05-01T00:16:00,63767.4818,-14438.8122,-79293.9576,102773.0642,4
2024-05-01T00:17:00,88333.6741,-8615.9267,-105509.0637,137873.9813,4
2024-05-01T00:17:30,89957.3125,-3619.5496,-104424.6113,137876.4616,4
