time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-19T00:00:30,0.0003,0.0031,0.0184,0.0187,7
2024-05-19T00:01:00,-0.0024,-0.0000,-0.0239,0.0240,6
2024-05-19T00:01:30,0.0078,0.0059,0.0604,0.0612,6
2024-05-19T00:02:00,-0.0002,-0.0037,0.0097,0.0104,6
2024-05-19T00:02:30,-0.0005,-0.0004,0.0171,0.0171,6
2024-05-19T00:03:00,-0.0004,0.0038,0.0231,0.0234,6
2024-05-19T00:03:30,-0.0008,0.0006,0.0227,0.0227,6
2024-05-19T00:04:00,-0.0061,0.0042,0.0098,0.0123,6
2024-05-19T00:04:30,0.0037,-0.0059,0.0221,0.0232,6
2024-05-19T00:05:00,0.0014,0.0021,0.0080,0.0084,6
2024-05-19T00:05:30,-0.0112,0.0127,-0.0200,0.0262,7
2024-05-19T00:06:00,0.0039,-0.0035,0.0149,0.0158,7
2024-05-19T00:06:30,0.0032,-0.0021,0.0256,0.0259,8
2024-05-19T00:07:00,0.0108,-0.0144,-0.0115,0.0214,8
2024-05-19T00:07:30,0.0016,-0.0051,0.0828,0.0830,8
2024-05-19T00:08:00,-0.0001,0.0043,0.0420,0.0423,8
2024-05-19T00:08:30,-0.0040,0.0074,0.0141,0.0165,8
2024-05-19T00:09:00,0.0008,0.0024,0.0002,0.0025,8
2024-05-19T00:09:30,-0.0142,0.0223,-0.0408,0.0486,8
2024-05-19T00:10:00,0.0402,-0.0729,0.2690,0.2815,8
2024-05-19T00:10:30,-0.0175,0.0263,-0.0947,0.0998,8
2024-05-19T00:11:00,0.0064,-0.0091,0.0260,0.0283,7
2024-05-19T00:11:30,0.0020,0.0032,-0.0731,0.0732,7
2024-05-19T00:12:00,-0.0006,0.0026,0.0210,0.0212,7
2024-05-19T00:12:30,-0.0009,0.0006,-0.0273,0.0274,7
2024-05-19T00:13:00,0.0019,-0.0016,0.0197,0.0199,7
2024-05-19T00:13:30,0.0011,0.0017,-0.0236,0.0237,6
2024-05-19T00:14:00,-0.0033,-0.0035,-0.1446,0.1447,7
2024-05-19T00:14:30,-0.0066,0.0018,-0.2087,0.2088,7
2024-05-19T00:15:00,-0.0119,-0.0021,0.4044,0.4046,7
2024-05-19T00:15:30,0.0111,-0.0030,-0.3176,0.3178,7
2024-05-19T00:16:00,-0.0094,0.0009,-0.4023,0.4024,7
2024-05-19T00:16:30,-0.0006,-0.0021,0.0817,0.0817,7
2024-05-19T00:17:00,0.0023,0.0039,0.0792,0.0793,8
2024-05-19T00:17:30,-0.0044,0.0002,-0.0360,0.0363,7
2024-05-19T00:18:00,0.0017,-0.0013,-0.0008,0.0023,8
2024-05-19T00:18:30,-0.0015,-0.0041,-0.0386,0.0389,8
2024-05-19T00:19:00,0.0026,0.0042,-0.0407,0.0410,8
2024-05-19T00:19:30,0.0027,-0.0008,0.0165,0.0167,8
2024-05-19T00:20:00,-0.0003,-0.0028,-0.0167,0.0169,8
2024-05-19T00:20:30,0.0000,-0.0003,-0.0417,0.0417,8
2024-05-19T00:21:00,-0.0024,-0.0117,-0.0325,0.0346,8
2024-05-19T00:21:30,0.0033,-0.0059,0.0275,0.0283,9
2024-05-19T00:22:00,-0.0019,-0.0037,-0.0183,0.0187,9
2024-05-19T00:22:30,0.0017,-0.0052,0.0906,0.0908,8
2024-05-19T00:23:00,-0.0012,-0.0004,0.0027,0.0030,8
2024-05-19T00:23:30,-0.0024,0.0063,-0.0090,0.0113,7
2024-05-19T00:24:00,0.0020,0.0013,0.0705,0.0705,7
2024-05-19T00:24:30,-0.0019,-0.0014,-0.0460,0.0461,7
2024-05-19T00:25:00,-0.0046,0.0095,-0.0690,0.0698,7
2024-05-19T00:25:30,0.0052,-0.0037,0.0663,0.0666,7
2024-05-19T00:26:00,0.0040,-0.0043,0.0122,0.0136,7
2024-05-19T00:26:30,0.0007,-0.0006,-0.0013,0.0016,7
2024-05-19T00:27:00,0.0006,0.0086,0.0361,0.0371,7
2024-05-19T00:27:30,0.0029,0.0077,0.0683,0.0688,7
2024-05-19T00:28:00,0.0025,-0.0068,0.0008,0.0073,7
2024-05-19T00:28:30,0.0038,0.0031,0.0284,0.0288,7
2024-05-19T00:29:00,0.0018,0.0014,0.0107,0.0109,7
2024-05-19T00:29:30,-0.0015,-0.0004,-0.0119,0.0120,7
2024-05-19T00:30:00,-0.0001,-0.0007,-0.0208,0.0208,8
