time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-08T00:00:30,0.0006,0.0054,0.3382,0.3382,7
2024-05-08T00:01:00,0.0004,0.0083,-0.0459,0.0466,7
2024-05-08T00:01:30,-0.0019,0.0062,-0.0328,0.0334,7
2024-05-08T00:02:00,0.0031,0.0053,-0.0445,0.0449,7
2024-05-08T00:02:30,0.0030,0.0029,-0.0066,0.0078,7
2024-05-08T00:03:00,-0.0013,-0.0052,0.0670,0.0672,7
2024-05-08T00:03:30,-0.0009,-0.0045,0.0520,0.0522,7
2024-05-08T00:04:00,0.0010,-0.0027,0.0040,0.0049,7
2024-05-08T00:04:30,0.0008,-0.0038,-0.0606,0.0608,7
2024-05-08T00:05:00,0.0013,0.0018,0.0058,0.0062,7
2024-05-08T00:05:30,0.0002,-0.0067,-0.0025,0.0071,7
2024-05-08T00:06:00,0.0005,-0.0002,-0.0002,0.0006,7
2024-05-08T00:06:30,-0.0051,0.0044,-0.0185,0.0197,7
2024-05-08T00:07:00,-0.0022,0.0004,-0.0712,0.0712,7
2024-05-08T00:07:30,-0.0000,-0.0020,-0.0195,0.0196,7
2024-05-08T00:08:00,0.0040,0.0076,0.0758,0.0763,6
2024-05-08T00:08:30,0.0011,-0.0137,0.0352,0.0378,6
2024-05-08T00:09:00,-0.0015,-0.0027,-0.0531,0.0532,6
2024-05-08T00:09:30,0.0005,-0.0064,0.0085,0.0106,6
2024-05-08T00:10:00,0.0046,-0.0074,0.0573,0.0579,6
2024-05-08T00:10:30,0.0102,-0.0213,0.0316,0.0395,6
2024-05-08T00:11:00,-0.0095,0.0155,-0.0192,0.0265,6
2024-05-08T00:11:30,-0.0019,0.0147,0.0125,0.0194,6
2024-05-08T00:12:00,0.0052,-0.0162,0.0278,0.0326,5
2024-05-08T00:12:30,-0.0014,0.0085,-0.0207,0.0224,5
2024-05-08T00:13:00,0.0015,-0.0015,0.0220,0.0221,4
2024-05-08T00:13:30,0.0053,-0.0133,0.0198,0.0245,5
2024-05-08T00:14:00,0.0095,-0.0299,0.0444,0.0544,6
2024-05-08T00:14:30,0.0178,-0.0611,-0.0013,0.0637,6
2024-05-08T00:15:00,-0.0005,0.0091,-0.0292,0.0306,6
2024-05-08T00:15:30,0.0066,0.0098,-0.1084,0.1091,6
2024-05-08T00:16:00,0.0077,-0.0043,-0.0458,0.0467,6
2024-05-08T00:16:30,0.0031,-0.0009,-0.0558,0.0559,6
2024-05-08T00:17:00,0.0007,0.0003,0.0238,0.0238,6
2024-05-08T00:17:30,0.0211,-0.0217,-0.0981,0.1026,6
2024-05-08T00:18:00,0.0899,-0.0701,-0.6774,0.6869,6
2024-05-08T00:18:30,0.4168,-0.3369,-3.1825,3.2273,5
2024-05-08T00:19:00,1.6188,-1.3784,-11.2910,11.4894,5
2024-05-08T00:19:30,4.6071,-3.7902,-30.1743,30.7584,5
2024-05-08T00:20:00,10.2504,-7.7384,-65.0164,66.2728,5
2024-05-08T00:20:30,18.5528,-12.1489,-115.6199,117.7275,5
2024-05-08T00:21:00,28.7432,-15.1863,-177.5446,180.4962,5
2024-05-08T00:21:30,0.0052,-0.0020,-0.0783,0.0785,5
2024-05-08T00:22:00,345.1722,-61.7298,-1552.4268,1591.5349,6
2024-05-08T00:22:30,233.8767,-2.7615,-1091.4124,1116.1930,6
2024-05-08T00:23:00,-3.2408,-0.5366,15.5440,15.8873,6
2024-05-08T00:23:30,-0.0153,-0.0047,0.0796,0.0812,5
2024-05-08T00:24:00,-0.0134,-0.0035,0.0936,0.0946,6
2024-05-08T00:24:30,-1.6231,-1.2537,15.1850,15.3229,6
