time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-18T00:00:30,-0.0199,-0.0095,0.0102,0.0243,4
2024-05-18T00:01:00,-0.0042,-0.0006,0.0013,0.0044,4
2024-05-18T00:01:30,0.0049,0.0046,0.0101,0.0121,4
2024-05-18T00:02:00,-0.0089,-0.0018,0.0226,0.0244,4
2024-05-18T00:02:30,0.0652,0.0320,0.1177,0.1383,5
2024-05-18T00:03:00,-0.0192,-0.0074,-0.0362,0.0416,6
2024-05-18T00:03:30,-0.0271,-0.0139,-0.0402,0.0504,6
2024-05-18T00:04:00,-0.0027,-0.0009,0.0037,0.0047,6
2024-05-18T00:04:30,-0.0155,-0.0073,-0.0313,0.0357,6
2024-05-18T00:05:00,0.0063,-0.0032,0.0088,0.0113,5
2024-05-18T00:05:30,-0.0007,0.0033,0.0091,0.0097,4
2024-05-18T00:06:00,0.0065,-0.0013,0.0057,0.0087,4
2024-05-18T00:06:30,-0.0015,-0.0017,0.0031,0.0039,4
2024-05-18T00:07:00,-0.0011,-0.0037,0.0133,0.0138,4
2024-05-18T00:07:30,-0.0038,0.0001,-0.0228,0.0232,4
2024-05-18T00:08:00,0.0046,0.0264,-0.1424,0.1449,5
2024-05-18T00:08:30,6306.3171,12428.8936,-19389.0820,23878.5161,5
2024-05-18T00:09:00,6176.9947,11396.8904,-20544.6262,24292.5099,5
2024-05-18T00:09:30,0.3351,0.7284,-3.9771,4.0571,5
2024-05-18T00:10:00,0.0881,0.1630,-1.1758,1.1903,5
2024-05-18T00:10:30,0.0317,0.0489,-0.4491,0.4529,5
2024-05-18T00:11:00,0.0046,0.0027,-0.0574,0.0576,5
2024-05-18T00:11:30,0.0057,0.0054,0.0167,0.0184,7
2024-05-18T00:12:00,-0.0011,0.0003,-0.0200,0.0200,7
2024-05-18T00:12:30,0.0051,0.0024,-0.0079,0.0097,7
2024-05-18T00:13:00,-0.0026,-0.0012,0.0462,0.0463,7
2024-05-18T00:13:30,0.0017,0.0049,-0.0256,0.0261,7
