time,X,Y,Z,dX,dY,dZ,dE,dN,dU,n_sat
1714352100.0,1042958.2645204333,3419741.7287122975,-5854251.827096221,1169912.0246194364,3569115.802142897,-12708164.437944982,-1419938.2974815061,nan,nan,8
1714352130.0,1099612.8992111736,3604215.522611545,-5732108.050987971,1226566.6593101767,3753589.5960421446,-12586020.661836732,-1496235.2804860491,nan,nan,8
1714352160.0,1155853.1205283245,3784468.468688898,-5603599.060911867,1282806.8806273276,3933842.5421194974,-12457511.67176063,-1570114.5882569922,nan,nan,8
1714352190.0,1211597.797248226,3960303.1356212213,-5468866.492059372,1338551.557347229,4109677.209051821,-12322779.102908134,-1641510.1829835214,nan,nan,8
1714352220.0,1266765.3708781162,4131526.9052245836,-5328058.384329749,1393719.1309771193,4280900.978655183,-12181970.995178511,-1710359.4694427815,nan,nan,9
1714352250.0,1321274.064869501,4297952.59268349,-5181330.372843461,1448227.824968504,4447326.66611409,-12035242.983692223,-1776603.5372489055,nan,nan,9
1714352280.0,1375042.524990334,4459399.922229335,-5028845.3987878505,1501996.285089337,4608773.995659934,-11882758.009636613,-1840187.6285641203,nan,nan,9
1714352310.0,1427988.8775218565,4615693.024865985,-4870771.592150413,1554942.6376208595,4765067.098296585,-11724684.202999175,-1901060.2352404583,nan,nan,8
1714352340.0,1480031.3855357561,4766662.02242502,-4707283.453991997,1606985.1456347592,4916036.09585562,-11561196.06484076,-1959173.624597165,nan,nan,8
1714352370.0,1531088.3549416333,4912142.614949226,-4538561.1411839165,1658042.1150406364,5061516.688379826,-11392473.752032679,-2014483.6437971166,nan,nan,8
1714352400.0,1581079.3085199303,5051979.2425255235,-4364792.585905837,1708033.0686189334,5201353.315956123,-11218705.196754599,-2066950.8728861117,nan,nan,8
1714352430.0,1629923.5377634505,5186020.848657296,-4186169.7281562816,1756877.2978624536,5335394.922087896,-11040082.339005044,-2116538.984586504,nan,nan,8
1714352460.0,1677541.0997181165,5314123.564677907,-4002890.3798581036,1804494.8598171195,5463497.638108507,-10856802.990706865,-2163215.723172663,nan,nan,7
1714352490.0,1723852.8250991914,5436150.5040824395,-3815157.7436941895,1850806.5851981945,5585524.577513039,-10669070.354542952,-2206952.765094543,nan,nan,7
1714352520.0,1768780.353765804,5551971.683483249,-3623179.9144229363,1895734.1138648072,5701345.756913848,-10477092.525271699,-2247725.6407572916,nan,nan,7
1714352550.0,1812246.3426641296,5661464.471141022,-3427169.9402801367,1939200.1027631327,5810838.544571621,-10281082.551128898,-2285513.8665453014,nan,nan,8
1714352580.0,1854174.481680401,5764513.370706099,-3227345.3167148326,1981128.241779404,5913887.444136699,-10081257.927563595,-2320300.7926921076,nan,nan,8
1714352610.0,1894489.7032068586,5861010.457869582,-3023927.9702418298,2021443.4633058617,6010384.5313001815,-9877840.581090592,-2352073.7263744,nan,nan,8
1714352640.0,1933118.342230415,5950855.560899749,-2817143.9526514458,2060072.102329418,6100229.634330349,-9671056.563500207,-2380823.926644981,nan,nan,8
1714352670.0,1969987.8650074473,6033955.3778492445,-2607222.844053221,2096941.6251064504,6183329.451279844,-9461135.454901982,-2406546.2394735683,nan,nan,8
1714352700.0,2005027.6954134007,6110225.439901534,-2394398.2258982323,2131981.455512404,6259599.513332133,-9248310.836746994,-2429239.739564654,nan,nan,8
1714352730.0,2038168.770298739,6179588.762635636,-2178906.8149698847,2165122.530397742,6328962.836066236,-9032819.425818646,-2448907.195715647,nan,nan,8
1714352760.0,2069343.809006229,6241976.310556641,-1960988.3673186656,2196297.569105232,6391350.3839872405,-8814900.978167428,-2465555.166284335,nan,nan,8
1714352790.0,2098487.404469613,6297327.005614545,-1740885.3534623208,2225441.164568616,6446701.079045145,-8594797.964311082,-2479193.935290825,nan,nan,8
1714352820.0,2125536.2133886195,6345588.025157406,-1518842.8314925754,2252489.9734876226,6494962.098588006,-8372755.442341337,-2489837.560465282,nan,nan,8
1714352850.0,2150429.0031941757,6386714.711266015,-1295108.0407719936,2277382.7632931788,6536088.784696614,-8149020.651620756,-2497503.7787461635,nan,nan,9
1714352880.0,2173106.496722668,6420669.691020824,-1069930.0949474867,2300060.256821671,6570043.764451424,-7923842.705796249,-2502213.5549138337,nan,nan,9
1714352910.0,2193512.5218528374,6447426.528272457,-843560.078232372,2320466.2819518405,6596800.601703057,-7697472.689081134,-2503992.5705057113,nan,nan,9
1714352940.0,2211592.69252609,6466964.806034606,-616250.0502409091,2338546.452625093,6616338.879465206,-7470162.661089671,-2502869.0441722786,nan,nan,9
1714352970.0,2227294.9918518895,6479271.844967906,-388253.33170651086,2354248.7519508926,6628645.918398506,-7242165.942555273,-2498874.400266396,nan,nan,9
1714353000.0,2240570.6305496627,6484345.361827107,-159823.99827077897,2367524.390648666,6633719.435257707,-7013736.609119541,-2492044.3363592667,nan,nan,9
1714353030.0,2251372.9149610987,6482189.357431656,68783.43687408428,2378326.675060102,6631563.430862255,-6785129.173974678,-2482417.0228104414,nan,nan,9
1714353060.0,2259658.566679039,6472817.962461679,297314.0882362086,2386612.326778042,6622192.035892279,-6556598.522612553,-2470034.5878054406,nan,nan,8
1714353090.0,2265386.8160830657,6456252.405643487,525513.3069185703,2392340.576182069,6605626.479074087,-6328399.303930191,-2454941.844636687,nan,nan,8
1714353120.0,2268519.9220682764,6432522.36637771,753126.7652667292,2395473.6821672795,6581896.43980831,-6100785.845582033,-2437186.771653722,nan,nan,8
1714353150.0,2269023.284306783,6401665.892244575,979900.8589019681,2395977.0444057863,6551039.965675174,-5874011.751946794,-2416820.373298633,nan,nan,8
1714353180.0,2266865.389552174,6363729.162846497,1205582.9671242659,2393819.149651177,6513103.236277097,-5648329.6437244965,-2393896.5680836793,nan,nan,8
1714353210.0,2262017.8498733854,6318766.089018223,1429921.6693405677,2388971.6099723885,6468140.1624488225,-5423990.941508194,-2368471.899903968,nan,nan,8
1714353240.0,2254455.1348155853,6266837.06370431,1652666.5839658,2381408.8949145884,6416211.13713491,-5201246.026882962,-2340604.933184501,nan,nan,9
1714353270.0,2244155.8267691103,6208013.291816599,1873569.9635504032,2371109.5868681134,6357387.365247198,-4980342.647298358,-2310358.1003635754,nan,nan,9
1714353300.0,2231101.612271733,6142372.808921575,2092385.991854453,2358055.372370736,6291746.882352174,-4761526.618994309,-2277795.892171927,nan,nan,9
1714353330.0,2215277.4140830124,6070000.557273513,2308870.984043439,2342231.1741820155,6219374.630704112,-4545041.626805323,-2242984.80623491,nan,nan,9
1714353360.0,2196671.3285582843,5990988.255160149,2522783.5548953745,2323625.0886572874,6140362.328590749,-4331129.055953387,-2205993.310179387,nan,nan,9
1714353390.0,2175275.738003088,5905437.221715798,2733886.00520912,2302229.4981020913,6054811.295146397,-4120026.605639642,-2166892.823414326,nan,nan,9
1714353420.0,2151086.2474981584,5813455.164589859,2941943.5934332833,2278040.0075971615,5962829.238020458,-3911969.017415479,-2125756.446917345,nan,nan,9
1714353450.0,2124101.9362857467,5715156.635311619,3146724.9242175063,2251055.69638475,5864530.708742219,-3707187.686631256,-2082659.0665817438,nan,nan,8
1714353480.0,2094325.5587950593,5610663.254888903,3348002.3172248052,2221279.3188940627,5760037.328319503,-3505910.293623957,-2037677.3461392561,nan,nan,8
1714353510.0,2061763.5392433556,5500103.6106664585,3545552.151776164,2188717.299342359,5649477.684097058,-3308360.4590725983,-1990889.6644787102,nan,nan,8
1714353540.0,2026425.7927013258,5383612.658853441,3739154.7920153555,2153379.552800329,5532986.73228404,-3114757.8188334065,-1942375.8650627483,nan,nan,8
1714353570.0,1988326.3539669225,5261332.715971509,3928595.704260628,2115280.1140659256,5410706.789402109,-2925316.906588134,-1892217.4188097413,nan,nan,8
1714353600.0,1947482.2290966455,5133411.076418692,4113663.9635650567,2074435.9891956486,5282785.149849292,-2740248.6472837054,-1840496.7563175212,nan,nan,8
1714353630.0,1903915.0219285202,5000002.914825667,4294155.141779004,2030868.7820275233,5149376.988256266,-2559757.4690697584,-1787297.90807781,nan,nan,8
1714353660.0,1857649.347921641,4861267.994656818,4469868.8258023765,1984603.1080206442,5010642.068087418,-2384043.7850463856,-1732705.5815600555,nan,nan,7
1714353690.0,1808713.674853466,4717372.101529745,4640610.244495587,1935667.434952469,4866746.174960345,-2213302.3663531747,-1676805.4488478794,nan,nan,6
1714353720.0,1757140.2545716153,4568486.793628167,4806190.533071036,1884094.0146706183,4717860.867058767,-2047722.0777777256,-1619684.037008318,nan,nan,6
1714353750.0,1702964.8638751174,4414788.578697653,4966426.25826094,1829918.6239741205,4564162.652128252,-1887486.352587822,-1561428.3925510496,nan,nan,6
1714353780.0,1646226.995702901,4256459.387170041,5121140.256375079,1773180.755801904,4405833.460600641,-1732772.354473683,-1502126.2421459183,nan,nan,6
1714353810.0,1586969.5802085518,4093685.377778787,5270160.810528155,1713923.340307555,4243059.451209387,-1583751.8003206067,-1441865.4316659132,nan,nan,6
1714353840.0,1525239.511118685,3926658.5923005296,5413324.269622612,1652193.271217688,4076032.6657311292,-1440588.3412261503,-1380734.596736377,nan,nan,6
1714353870.0,1461086.233594765,3755572.656763885,5550469.442236503,1588039.993693768,3904946.730194485,-1303443.1686122594,-1318821.4548245678,nan,nan,6
1714353900.0,1394564.7577520418,3580630.8746858435,5681449.53221823,1521518.517851045,3730004.948116443,-1172463.0786305321,-1256215.7502447215,nan,nan,7
1714353930.0,1325731.6377844138,3402035.3754113843,5806117.711224753,1452685.3978834169,3551409.448841984,-1047794.8996240087,-1193005.2903603823,nan,nan,6
1714353960.0,1254647.464943451,3219993.6600944046,5924336.376100223,1381601.2250424542,3369367.7335250042,-929576.2347485395,-1129278.2852154195,nan,nan,5
1714353990.0,1181376.6963887343,3034717.9399370514,6035977.621497813,1308330.4564877374,3184092.013367651,-817934.9893509494,-1065123.049385386,nan,nan,5
1714354020.0,1105985.608200054,2846419.7844404895,6140913.220437045,1232939.368299057,2995793.857871089,-712999.3904117169,-1000626.0959043495,nan,nan,5
1714354050.0,1028545.2941954429,2655317.793106434,6239030.2013052115,1155499.054294446,2804691.8665370336,-614882.4095435506,-935874.8194830175,nan,nan,5
1714354080.0,949129.4272408432,2461631.6650335765,6330220.15739998,1076083.1873398463,2611005.738464176,-523692.45344878174,-870955.3617678907,nan,nan,5
1714354110.0,867814.8883170024,2265583.8103807694,6414382.869064365,994768.6484160055,2414957.883811369,-439529.7417843975,-805953.1756017747,nan,nan,5
1714354140.0,784681.5403768615,2067398.6981629839,6491425.624887498,911635.3004758646,2216772.7715935833,-362486.985961264,-740952.7749673278,nan,nan,5
1714354170.0,699812.1489124368,1867302.5586764608,6561263.040648773,826765.9090114399,2016676.6321070602,-292649.5701999888,-676037.6028017531,nan,nan,5
1714354200.0,613292.5086420666,1665523.6075187684,6623818.570307964,740246.2687410697,1814897.6809493678,-230094.04054079764,-611290.0795410882,nan,nan,6
1714354230.0,525211.1394162579,1462291.3583297578,6679023.259294352,652164.899515261,1611665.4317603572,-174889.35155441053,-546791.3897590395,nan,nan,6
