time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-31T00:00:30,-0.0015,0.0019,-0.0117,0.0120,8
2024-05-31T00:01:00,0.0003,0.0031,0.0314,0.0316,8
2024-05-31T00:01:30,0.0024,0.0024,0.0120,0.0124,8
2024-05-31T00:02:00,0.0007,nan,nan,nan,21
2024-05-31T00:02:30,-0.0007,nan,nan,nan,21
2024-05-31T00:03:00,0.0001,nan,nan,nan,21
2024-05-31T00:03:30,0.0002,nan,nan,nan,21
2024-05-31T00:04:00,0.0010,nan,nan,nan,21
2024-05-31T00:04:30,0.0034,-0.0517,-0.9114,0.9129,10
2024-05-31T00:05:00,0.0041,-0.0299,-0.5263,0.5271,10
2024-05-31T00:05:30,-0.0017,0.0005,0.0136,0.0137,9
2024-05-31T00:06:00,0.0008,0.0038,-0.0095,0.0102,10
2024-05-31T00:06:30,-0.0008,0.0016,0.0227,0.0228,9
2024-05-31T00:07:00,-0.0035,0.0016,0.0141,0.0146,9
2024-05-31T00:07:30,0.0007,-0.0017,0.0197,0.0197,9
2024-05-31T00:08:00,-0.0028,0.0006,0.0524,0.0524,9
2024-05-31T00:08:30,0.0028,-0.0017,0.0108,0.0113,9
2024-05-31T00:09:00,0.0015,-0.0013,-0.0074,0.0076,9
2024-05-31T00:09:30,-0.0040,0.0015,0.0192,0.0197,9
2024-05-31T00:10:00,-0.0038,-0.0024,0.0264,0.0268,9
2024-05-31T00:10:30,-0.0101,0.0008,0.0718,0.0725,9
2024-05-31T00:11:00,0.0073,0.0038,-0.0228,0.0242,9
2024-05-31T00:11:30,0.0008,0.0010,0.0133,0.0134,9
2024-05-31T00:12:00,-0.0004,-0.0004,-0.0115,0.0115,8
2024-05-31T00:12:30,-0.0018,-0.0057,-0.0368,0.0373,7
2024-05-31T00:13:00,0.0059,0.0003,0.0350,0.0355,7
2024-05-31T00:13:30,0.0018,0.0035,-0.0384,0.0386,7
2024-05-31T00:14:00,0.0133,0.0026,-0.0434,0.0454,7
2024-05-31T00:14:30,0.0099,-0.0063,0.0050,0.0128,7
2024-05-31T00:15:00,-0.0006,0.0028,-0.0004,0.0029,7
2024-05-31T00:15:30,-0.0014,0.0029,0.0595,0.0596,6
2024-05-31T00:16:00,-0.0045,-0.0034,0.0261,0.0267,6
2024-05-31T00:16:30,0.0060,-0.0044,0.0068,0.0100,7
2024-05-31T00:17:00,-0.0036,0.0002,-0.0119,0.0124,7
2024-05-31T00:17:30,-0.0074,0.0087,0.0455,0.0469,7
2024-05-31T00:18:00,-0.0048,0.0079,0.0088,0.0127,7
2024-05-31T00:18:30,-0.0026,-0.0017,0.0251,0.0253,7
2024-05-31T00:19:00,-0.0029,-0.0024,-0.0184,0.0188,7
2024-05-31T00:19:30,-0.0041,-0.0010,-0.0058,0.0072,7
2024-05-31T00:20:00,0.0013,0.0010,0.0091,0.0092,7
2024-05-31T00:20:30,-0.0022,-0.0002,-0.0149,0.0151,7
2024-05-31T00:21:00,-0.0010,0.0020,-0.0234,0.0235,7
2024-05-31T00:21:30,0.0029,-0.0044,-0.0041,0.0067,6
2024-05-31T00:22:00,-0.0000,-0.0028,-0.0107,0.0110,7
2024-05-31T00:22:30,-0.0049,0.0013,0.0116,0.0126,7
2024-05-31T00:23:00,-0.0013,-0.0028,0.0066,0.0073,7
2024-05-31T00:23:30,0.0007,-0.0018,0.0331,0.0332,8
2024-05-31T00:24:00,-0.0024,-0.0007,0.0712,0.0712,8
2024-05-31T00:24:30,-0.0004,-0.0024,0.0370,0.0370,7
2024-05-31T00:25:00,-0.0002,0.0032,-0.0055,0.0063,7
2024-05-31T00:25:30,0.0045,0.0007,-0.0095,0.0106,7
2024-05-31T00:26:00,0.0037,0.0014,0.0267,0.0270,7
2024-05-31T00:26:30,0.0029,0.0000,-0.0249,0.0251,7
2024-05-31T00:27:00,0.0008,-0.0041,-0.0199,0.0203,7
2024-05-31T00:27:30,0.0047,0.0049,0.0244,0.0253,7
