time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-05T00:00:30,-0.0068,0.0000,-0.0208,0.0219,5
2024-05-05T00:01:00,-0.0015,0.0026,0.0130,0.0134,5
2024-05-05T00:01:30,-0.0054,0.0027,0.0205,0.0214,5
2024-05-05T00:02:00,-0.0038,0.0004,0.0123,0.0129,5
2024-05-05T00:02:30,0.0075,-0.0030,0.0061,0.0101,5
2024-05-05T00:03:00,0.0063,-0.0020,0.0007,0.0066,4
2024-05-05T00:03:30,0.0027,-0.0068,0.0049,0.0088,4
2024-05-05T00:04:00,0.0017,-0.0071,-0.0230,0.0242,4
2024-05-05T00:04:30,27066.2722,-4400.1557,-23840.3591,36336.0314,4
2024-05-05T00:05:00,51035.2696,-6465.3953,-44478.9925,68005.7413,4
2024-05-05T00:05:30,71094.9503,-6823.5723,-62076.3003,94628.3264,4
2024-05-05T00:08:30,126433.8105,5673.7469,-90656.8305,155680.3159,4
2024-05-05T00:09:00,116519.1101,6411.0841,-81255.8848,142198.1850,4
2024-05-05T00:09:30,0.0016,-0.0031,0.0172,0.0175,5
2024-05-05T00:10:00,0.0006,0.0025,0.0045,0.0051,5
2024-05-05T00:10:30,-0.0025,0.0012,0.0167,0.0169,6
2024-05-05T00:11:00,-0.0041,-0.0005,-0.0044,0.0060,6
2024-05-05T00:11:30,-0.0013,0.0005,0.0004,0.0015,6
2024-05-05T00:12:00,0.0038,-0.0012,0.0018,0.0044,6
2024-05-05T00:12:30,0.0012,0.0088,-0.0157,0.0180,6
2024-05-05T00:13:00,-0.0053,-0.0018,0.0029,0.0063,6
2024-05-05T00:13:30,-0.0010,0.0022,0.0274,0.0275,6
2024-05-05T00:14:00,0.0032,0.0030,-0.0260,0.0264,6
2024-05-05T00:14:30,-0.0016,-0.0019,-0.0657,0.0657,6
2024-05-05T00:15:00,-0.0010,-0.0011,-0.0391,0.0391,6
2024-05-05T00:15:30,0.0031,0.0381,0.3094,0.3117,6
2024-05-05T00:16:00,0.0031,-0.0050,-0.0352,0.0357,6
2024-05-05T00:16:30,0.0027,-0.0045,-0.0026,0.0059,6
2024-05-05T00:17:00,-0.0002,0.1076,2.6188,2.6211,6
2024-05-05T00:17:30,-0.0016,-0.0059,-0.3179,0.3180,6
2024-05-05T00:18:00,-0.0037,0.0105,1.2225,1.2226,5
2024-05-05T00:18:30,0.0005,0.0038,-0.1674,0.1674,5
2024-05-05T00:19:00,-0.0030,-0.0054,0.3428,0.3428,5
2024-05-05T00:19:30,0.0016,-0.0014,0.3714,0.3714,5
2024-05-05T00:20:00,0.0013,-0.0034,0.6675,0.6675,5
2024-05-05T00:20:30,-0.0004,0.0033,-0.1604,0.1604,5
2024-05-05T00:21:00,0.0009,0.0063,-0.1218,0.1220,6
2024-05-05T00:21:30,-0.0019,0.0035,-0.0958,0.0959,7
2024-05-05T00:22:00,0.0041,-0.0055,0.0617,0.0621,8
2024-05-05T00:22:30,-0.0030,0.0296,0.5859,0.5866,8
2024-05-05T00:23:00,-0.0017,-0.0051,0.0067,0.0086,8
2024-05-05T00:23:30,-0.0042,-0.0072,0.0028,0.0088,8
2024-05-05T00:24:00,-0.0019,0.0001,0.0026,0.0032,8
2024-05-05T00:24:30,0.0018,0.0010,0.0160,0.0161,8
2024-05-05T00:25:00,-0.0030,0.0172,-0.1265,0.1277,8
2024-05-05T00:25:30,0.0027,0.0024,0.0394,0.0395,8
