time,X,Y,Z,dX,dY,dZ,dE,dN,dU,n_sat
1714438260.0,1581158.3704406251,5946846.522391961,3036184.7748874985,1862095.1535410786,12660986.114459181,4405192.941822141,1331162.3032891005,1759448.5254110661,-13353128.487915479,8
1714438290.0,1562638.5052648096,5843466.953086206,3239373.455525856,1843575.288365263,12557606.545153426,4608381.622460499,1316980.5131662376,1979395.9558231076,-13291989.585573504,8
1714438320.0,1541925.098093373,5733713.897349533,3438955.900359706,1822861.8811938264,12447853.489416752,4807964.067294349,1300873.5485912776,2197107.8433460244,-13223798.453529565,8
1714438350.0,1519013.6682943779,5617719.184603558,3634710.440058723,1799950.4513948313,12331858.776670778,5003718.606993366,1282831.421591555,2412340.6211577277,-13148639.423320193,8
1714438380.0,1493902.745338318,5495621.457277851,3826419.6795371603,1774839.5284387714,12209761.049345072,5195427.846471803,1262846.8668407875,2624853.5173356817,-13066604.47649459,8
1714438410.0,1466593.9589623248,5367566.182829031,4013870.836086743,1747530.7420627782,12081705.774896251,5382879.0030213855,1240915.4312419826,2834408.8829327933,-12977793.327975357,8
1714438440.0,1437091.779963601,5233704.661252151,4196855.463464915,1718028.5630640544,11947844.253319371,5565863.630399558,1217035.2564394411,3040772.123000966,-12882312.388614431,8
1714438470.0,1405404.3644449539,5094196.304349664,4375171.378738359,1686341.1475454073,11808335.896416884,5744179.545673002,1191207.8270391403,3243713.1197682265,-12780277.417602666,8
1714438500.0,1371542.4808060476,4949205.287458923,4548620.758641622,1652479.263906501,11663344.879526142,5917628.925576265,1163437.038515871,3443005.0486022867,-12671809.819040656,8
1714438530.0,1335520.172549666,4798902.06056798,4717011.505846667,1616456.9556501193,11513041.6526352,6086019.67278131,1133729.7962663677,3638425.407683382,-12557038.422496194,8
1714438560.0,1297354.5650210204,4643462.780752039,4880157.131070651,1578291.3481214738,11357602.37281926,6249165.298005294,1102095.846245125,3829756.0180152953,-12436098.895899119,6
1714438590.0,1257065.8680086357,4483069.050523919,5037876.916227974,1538002.6511090891,11197208.64259114,6406885.083162617,1068547.788501523,4016783.235730591,-12309133.522317084,6
1714438620.0,1214677.3911547803,4317907.762029054,5189995.989037217,1495614.1742552337,11032047.354096275,6559004.15597186,1033101.0990903659,4199298.0563098425,-12176291.063071819,6
1714438650.0,1170216.0384925832,4148171.591692112,5336347.075317751,1451152.8215930366,10862311.183759332,6705355.242252394,995774.6034974637,4377097.727779927,-12037727.61403644,5
1714438680.0,1123710.7507703528,3974055.8939653398,5476764.876072195,1404647.5338708062,10688195.48603256,6845773.043006838,956589.0501856402,4549980.878679318,-11893602.37233164,4
1714438710.0,1075195.5021068926,3795765.064976049,5611100.173865914,1356132.285207346,10509904.657043269,6980108.340800557,915569.8385917095,4717760.035066938,-11744086.820465073,5
1714438740.0,1024705.5271723333,3613503.692667087,5739201.747342964,1305642.3102727868,10327643.284734307,7108209.914277607,872743.6195827364,4880245.710834477,-11589352.277883606,5
1714438770.0,972279.7538748243,3427481.9621237516,5860928.164536517,1253216.5369752776,10141621.554190971,7229936.33147116,828140.5000409684,5037256.855785514,-11429577.659526166,6
1714438800.0,917960.5310390565,3237915.0907432064,5976148.498638154,1198897.3141395098,9952054.682810426,7345156.665572797,781793.7943937317,5188621.672440052,-11264949.055572387,6
1714438830.0,861791.7659418572,3045017.1242266134,6084725.210051082,1142728.5490423106,9759156.716293834,7453733.376985725,733738.4231419051,5334162.107257072,-11095650.145218102,6
1714438860.0,803822.5231942607,2849012.91502552,6186549.491445223,1084759.306294714,9563152.50709274,7555557.658379866,684014.0078249944,5473726.042004409,-10921881.166254818,6
1714438890.0,744103.8690417828,2650127.2691552117,6281510.433642789,1025040.6521422362,9364266.861222431,7650518.600577432,632662.1718083658,5607159.2919335775,-10743841.970904065,6
1714438920.0,682688.3320086595,2448582.8353837114,6369490.3078270545,963625.1151091128,9162722.427450933,7738498.474761697,579726.0896435383,5734301.412152204,-10561728.990295403,7
1714438950.0,619633.4819238883,2244612.3695234833,6450401.5401700055,900570.2650243416,8958751.961590704,7819409.707104648,525253.5502445423,5855019.42818192,-10375754.810262311,6
1714438980.0,554998.5730216494,2038447.4399310143,6524153.039853456,835935.3561221028,8752587.031998234,7893161.206788099,469294.07510075334,5969177.144318543,-10186130.217088513,6
1714439010.0,488845.79438488436,1830322.2195710773,6590663.623708986,769782.5774853377,8544461.811638298,7959671.790643629,411900.0090963145,6076647.523426451,-9993070.656232487,6
1714439040.0,421240.0196031375,1620472.6672039796,6649859.8716289755,702176.8027035908,8334612.2592712,8018868.038563618,353126.3046181067,6177310.752432008,-9796794.989965884,6
1714439070.0,352248.7526097015,1409136.3398515682,6701676.586197415,633185.5357101548,8123275.931918789,8070684.753132058,293030.4752802888,6271054.730673318,-9597525.40390588,6
1714439100.0,281942.03480744926,1196552.04347115,6746056.472139556,562878.8179079026,7910691.63553837,8115064.639074199,231672.51773524313,6357774.826750526,-9395486.996927949,6
1714439130.0,210392.39753571808,982959.6791460809,6782950.576411619,491329.1806361715,7697099.271213301,8151958.743346262,169114.87061216828,6437374.340910221,-9190907.717054125,7
1714439160.0,137674.8180394761,768599.8196227466,6812318.01668015,418611.6011399295,7482739.411689967,8181326.183614793,105422.38822802604,6509764.324391781,-8984017.890649183,8
1714439190.0,63866.579773930825,553713.6179723246,6834125.942574164,344803.3628743842,7267853.210039545,8203134.109508807,40662.204832762654,6574863.560968293,-8775050.119518857,21
1714439220.0,-10952.760289709626,338542.4998562416,6848351.009041695,269984.0228107438,7052682.091923462,8217359.175976338,-25096.285191202944,6632600.072307841,-8564239.274249941,21
1714439250.0,-86701.4795454915,123327.74129760946,6854976.85558519,194235.30355496187,6837467.333364829,8223985.0225198325,-91781.51746424075,6682908.734185929,-8351821.57030442,21
1714439280.0,-163295.79212269274,-91689.65660478172,6853995.934953978,117640.99097776064,6622449.9354624385,8223004.101888621,-159319.85465228575,6725733.093921278,-8138034.808440394,21
1714439310.0,-240649.89718874666,-306269.2513966492,6845409.059413075,40286.88591170672,6407870.340670571,8214417.226347718,-227635.62286633282,6761024.9832207225,-7923118.003917882,21
1714439340.0,-318676.1147088759,-520171.57395265,6829226.815327555,-37739.33160842251,6193968.0181145705,8198234.982262198,-296651.2299670941,6788745.988289912,-7707311.259135749,9
1714439370.0,-397284.9943895201,-733157.8877994306,6805463.590182484,-116348.2112890667,5980981.70426779,8174471.757117127,-366287.2844749178,6808861.551158935,-7490854.795238211,9
1714439400.0,-476385.3389533618,-944991.218803187,6774147.349892386,-195448.5558529084,5769148.373264033,8143155.516827029,-436462.5757773707,6821350.754605531,-7273989.90682135,9
1714439430.0,-555884.3437626846,-1155435.9736571384,6735311.334047956,-274947.56066223123,5558703.618410082,8104319.500982599,-507094.22958003415,6826198.111210027,-7056957.661860073,9
1714439460.0,-635687.776757536,-1364258.6381948271,6688998.74888552,-354750.9936570826,5349880.953872393,8058006.915820163,-578097.8584936851,6823398.302343467,-6839999.153296305,9
1714439490.0,-715700.0412271925,-1571227.7711714846,6635260.106272847,-434763.2581267391,5142911.820895735,8004268.27320749,-649387.6250108596,6812953.570642964,-6623354.968167427,9
1714439520.0,-795824.2647661385,-1776114.3143962685,6574154.1560955085,-514887.48166568513,4938025.277670952,7943162.323030151,-720876.3174186795,6794874.696376877,-6407265.067657277,9
1714439550.0,-875962.3109290121,-1978691.5923110521,6505746.754285816,-595025.5278285588,4735447.999756169,7874754.921220459,-792475.3614612186,6769179.888547644,-6191968.559707585,9
1714439580.0,-956015.269808892,-2178736.512482179,6430114.62323476,-675078.4867084387,4535403.079585042,7799122.790169403,-864095.2603011678,6735898.713688259,-5977703.25908904,9
1714439610.0,-1035883.1411225776,-2376028.583897285,6347340.069287247,-754946.3580221243,4338111.008169935,7716348.23622189,-935645.3189232412,6695066.72133801,-5764705.600405806,8
1714439640.0,-1115465.1410129268,-2570350.8233243152,6257513.82525614,-834528.3579124734,4143788.768742905,7626521.992190783,-1007033.9127770646,6646728.413081242,-5553210.3092486095,8
1714439670.0,-1194659.842348159,-2761489.89531385,6160734.588750281,-913723.0592477056,3952649.69675337,7529742.755684924,-1078168.6221008885,6590936.819549282,-5343450.166705195,8
1714439700.0,-1273365.5462063074,-2949237.0110477805,6057109.8017914845,-992428.7631058539,3764902.5810194397,7426117.968726127,-1148956.5655040208,6527754.447623683,-5135655.270942371,7
1714439730.0,-1351479.1359469444,-3133385.0614105044,5946750.555024196,-1070542.352846491,3580754.530656716,7315758.721958839,-1219303.3748951454,6457247.703600832,-4930054.866863514,7
1714439760.0,-1428898.5137105193,-3313734.3124235505,5829780.551942472,-1147961.7306100659,3400405.2796436697,7198788.718877115,-1289115.3917483292,6379496.838017689,-4726873.471998809,7
1714439790.0,-1505520.7946850925,-3490088.146407731,5706328.331517229,-1224584.011584639,3224051.4456594894,7075336.498451872,-1358298.0409933059,6294587.457043756,-4526333.557027602,7
1714439820.0,-1581243.04107665,-3662254.5564193493,5576529.488475997,-1300306.2579761965,3051885.035647871,6945537.65541064,-1426756.5018677458,6202613.003542987,-4328654.498886249,6
1714439850.0,-1655961.9441429875,-3830045.4983416116,5440525.357353036,-1375025.161042534,2884094.0937256087,6809533.524287679,-1494395.417315577,6103673.335263132,-4134052.9636743665,6
1714439880.0,-1729576.3918939922,-3993282.3021625658,5298470.163934969,-1448639.6087935388,2720857.2899046545,6667478.330869612,-1561121.2332186808,5997882.837896959,-3942738.941251823,6
1714439910.0,-1801983.688571252,-4151787.419928291,5150518.704037869,-1521046.9054707985,2562352.1721389294,6519526.870972512,-1626838.7661665177,5885356.667393233,-3754921.5025760317,6
1714439940.0,-1873082.1108773225,-4305389.783663953,4996833.833107574,-1592145.327776869,2408749.8084032675,6365842.000042217,-1691453.5334574769,5766219.18348161,-3570804.954901469,6
1714439970.0,-1942770.9815738734,-4453924.940297486,4837585.933596196,-1661834.19847342,2260214.651769734,6206594.100530839,-1754871.8209920593,5640603.455589472,-3390588.5997441066,6
1714440000.0,-2010950.2725906223,-4597234.037573,4672951.152106852,-1730013.4894901689,2116905.55449422,6041959.319041495,-1817000.3291236795,5508649.329095721,-3214467.387676612,7
1714440030.0,-2077520.9779195332,-4735164.478570088,4503111.864795272,-1796584.1948190797,1978975.1134971324,5872120.031729915,-1877746.5178640396,5370504.015708115,-3042631.3558942596,7
1714440060.0,-2142385.065885515,-4867569.744899219,4328256.067153761,-1861448.2827850615,1846569.8471680013,5697264.234088404,-1937018.566587044,5226321.45980284,-2875265.6806768,7
1714440090.0,-2205446.117946742,-4994310.622989274,4148578.0841143155,-1924509.3348462887,1719828.9690779466,5517586.251048958,-1994725.9610044977,5076263.285473373,-2712549.593575107,7
1714440120.0,-2266608.2916904506,-5115252.762796709,3964276.3517861273,-1985671.5085899972,1598886.829270511,5333284.51872077,-2050778.5591290588,4920496.124918583,-2554658.3678733194,7
1714440150.0,-2325778.0623476165,-5230270.383174463,3775555.90951768,-2044841.279247163,1483869.208892757,5144564.076452322,-2105088.17635982,4759194.817822529,-2401760.121015045,7
1714440180.0,-2382863.2879231423,-5339244.06303807,3582626.3352953307,-2101926.504822689,1374895.5290291505,4951634.502229974,-2157567.743772269,4592539.9377721455,-2254017.6002187766,7
1714440210.0,-2437773.6473807967,-5442061.512614803,3385702.0628906153,-2156836.8642803435,1272078.0794524169,4754710.229825258,-2208131.71367732,4420718.2613699725,-2111587.4733454646,7
1714440240.0,-2490420.711500838,-5538617.564334419,3185001.9833279136,-2209483.9284003847,1175522.0277328016,4554010.150262557,-2256696.1307978104,4243922.376587899,-1974620.2548788323,7
1714440270.0,-2540718.1233814135,-5628814.42238488,2980749.335360083,-2259781.3402809603,1085325.1696823407,4349757.502294726,-2303178.802179174,4062350.6270616325,-1843260.0322802356,7
1714440300.0,-2588581.681703968,-5712561.588553293,2773171.3666188493,-2307644.898603515,1001578.0035139276,4142179.5335534923,-2347499.38348235,3876206.765963534,-1717644.4671152718,7
1714440330.0,-2633929.54606076,-5789776.182306878,2562499.1820961703,-2352992.762960307,924363.409760342,3931507.349030813,-2389579.5707504908,3685699.87351732,-1597904.4429304746,9
1714440360.0,-2676681.9925265466,-5860382.405988497,2348967.1433437783,-2395745.2094260934,853757.1860787235,3717975.3102784213,-2429342.8785523633,3491043.6590789855,-1484164.4780617775,9
1714440390.0,-2716762.779404196,-5924313.659248022,2132813.732442205,-2435825.9963037428,789825.9328191979,3501821.899376848,-2466715.9161380823,3292457.7432220527,-1376540.773659219,9
1714440420.0,-2754097.837190619,-5981510.302909257,1914279.8178865816,-2473161.054090166,732629.2891579634,3283287.9848212246,-2501627.1720340773,3090165.4992826195,-1275143.1077553963,9
1714440450.0,-2788615.233829961,-6031919.106910334,1693608.6699198075,-2507678.450729508,682220.4851568863,3062616.8368544504,-2534007.002406048,2884393.957320228,-1180075.38010793,8
1714440480.0,-2820247.009610319,-6075496.916682895,1471046.7504548505,-2539310.226509866,638642.675384325,2840054.9173894934,-2563789.3110749545,2675375.328994806,-1091432.1071379667,8
1714440510.0,-2848927.8517957474,-6112207.49842087,1246842.3520653958,-2567991.068695294,601932.0936463503,2615850.5190000385,-2590910.3571943543,2463345.0301744402,-1009301.2906515882,8
1714440540.0,-2874595.669686402,-6142022.792721617,1021245.7012189449,-2593658.886585949,572116.7993456032,2390253.868153588,-2615309.2773981006,2248542.0384306433,-933763.1879917448,8
1714440570.0,-2897191.608161098,-6164922.61367656,794508.6178573224,-2616254.8250606447,549216.9783906601,2163516.7847919655,-2636928.111910873,2031208.499291521,-864890.5376417774,8
1714440600.0,-2916660.1640315983,-6180894.797393916,566884.2226185306,-2635723.380931145,533244.7946733041,1935892.3895531734,-2655711.914591608,1811589.4702053666,-802748.350294408,9
1714440630.0,-2932949.383984936,-6189935.258531091,338626.6858707085,-2652012.6008844827,524204.33353612944,1707634.8528053514,-2671608.948339373,1589932.6876921034,-747393.795013611,9
1714440660.0,-2946010.774533326,-6192047.78373382,109990.89730195611,-2665073.9914328726,522091.80833340064,1478999.064236599,-2684570.603757485,1366488.2014627378,-698876.3387451514,9
1714440690.0,-2955799.682697163,-6187244.395362317,-118767.8612426599,-2674862.8995967098,526895.1967049036,1250240.305691983,-2694551.76429777,1141508.1300973424,-657237.3090199985,9
1714440720.0,-2962274.544045565,-6175543.988039715,-347393.97642776766,-2681337.760945112,538595.604027505,1021614.1905068753,-2701510.111958931,915246.321730952,-622511.2470747223,9
1714440750.0,-2965398.6288022078,-6156975.200776944,-575632.194527546,-2684461.8457017546,557164.3912902763,793375.972407097,-2705407.751793861,687958.2679708742,-594722.8863995787,9
1714440780.0,-2965138.454390751,-6131573.214612673,-803227.6506391739,-2684201.671290298,582566.3774545472,565780.516295469,-2706209.7597206943,459900.41941211757,-573890.3462637555,9
1714440810.0,-2961464.6696275505,-6099381.270888634,-1029926.2912236012,-2680527.8865270973,614758.3211785862,339081.87571104174,-2703885.002469529,231330.08376282483,-560023.5246041918,8
1714440840.0,-2954352.0939165745,-6060451.015366164,-1255474.9410171392,-2673415.3108161213,653688.5767010562,113533.2259175037,-2698406.162356948,2505.4296702644497,-553123.7461716537,8
1714440870.0,-2943779.483778418,-6014841.104848286,-1479621.9220117382,-2662842.700677965,699298.4872189341,-110613.75507709524,-2689749.5622706725,-226315.4011845128,-553185.0115867949,9
1714440900.0,-2929729.7149168276,-5962617.713169112,-1702117.0919280157,-2648792.9318163744,751521.8788981084,-333108.92499337276,-2677895.3264235337,-454874.22872294905,-560193.4869095397,8
1714440930.0,-2912189.9720402113,-5903854.773838052,-1922712.2852351498,-2631253.188939758,810284.8182291687,-553704.1183005068,-2662827.55986505,-682913.2162253081,-574127.1698057998,7
1714440960.0,-2891151.612623649,-5838633.482812055,-2141161.5224451926,-2610214.829523196,875506.1092551649,-772153.3555105496,-2644534.2331496393,-910175.17627148,-594956.3397686917,7
1714440990.0,-2866610.1166250957,-5767041.735867895,-2357221.057437287,-2585673.3335246425,947097.8561993251,-988212.8905026442,-2623007.1556179826,-1136403.7304119207,-622644.1013581678,7
1714441020.0,-2838565.6824472076,-5689175.616583066,-2570650.315342548,-2557628.8993467544,1024963.9754841542,-1201642.148407905,-2598242.5086313356,-1361343.924385999,-657144.7150535507,7
1714441050.0,-2807022.597777761,-5605137.632134663,-2781211.5715914685,-2526085.814677308,1109001.9599325573,-1412203.4046568256,-2570240.290716141,-1584742.2729687965,-698405.4142241478,7
1714441080.0,-2771989.1734308437,-5515036.455016196,-2988670.063285344,-2491052.3903303905,1199103.1370510245,-1619661.8963507009,-2539004.2622608445,-1806346.9214524284,-746366.63827325,7
1714441110.0,-2733478.9537340077,-5418989.0848417515,-3192795.3128744597,-2452542.1706335545,1295150.5072254688,-1823787.1459398167,-2504543.064468523,-2025908.498440365,-800959.601332906,7
1714441140.0,-2691509.2281722478,-5317117.86793379,-3393360.1983302026,-2410572.4450717946,1397021.72413343,-2024352.0313955597,-2466868.8569011115,-2243179.815463496,-862109.4570900165,7
1714441170.0,-2646101.733960185,-5209551.607204302,-3590141.6638052897,-2365164.950859732,1504587.984862918,-2221133.4968706467,-2425997.973037694,-2457916.3345717755,-929734.0409774471,7
1714441200.0,-2597282.7597483797,-5096425.610739595,-3782921.1728745955,-2316345.9766479265,1617713.981327625,-2413913.0059399526,-2381951.0218590144,-2669876.60172263,-1003743.7273531476,6
1714441230.0,-2545082.950062214,-4977881.185852158,-3971484.822776205,-2264146.1669617607,1736258.4062150624,-2602476.655841562,-2334752.7136089867,-2878822.461852684,-1084041.909774852,6
1714441260.0,-2489537.2096489146,-4854065.242221436,-4155623.282414719,-2208600.4265484614,1860074.3498457838,-2786615.115480076,-2284431.780816432,-3084519.0785750886,-1170525.4058022206,6
1714441290.0,-2430684.7066979483,-4725130.2186894845,-4335132.093961219,-2149747.923597495,1989009.3733777357,-2966123.9270265764,-2231020.984573037,-3286735.2442963594,-1263084.467947693,6
1714441320.0,-2368569.1830732226,-4591234.4252500115,-4509812.54204214,-2087632.3999727692,2122905.1668172088,-3140804.375107497,-2174557.4101971434,-3485244.160475019,-1361602.261690666,6
1714441350.0,-2303238.0014147833,-4452540.150961959,-4679469.929621697,-2022301.2183143299,2261599.4411052614,-3310461.7626870545,-2115081.59426905,-3679822.1362662916,-1465957.1026620185,6
1714441380.0,-2234744.1031872863,-4309217.289582746,-4843918.133454143,-1953807.3200868329,2404922.302484474,-3474909.9665195,-2052639.3293945042,-3870252.307265112,-1576017.9129567752,6
1714441410.0,-2163143.9572481075,-4161439.207291764,-5002975.558430437,-1882207.174147654,2552700.384775456,-3633967.391495794,-1987279.787320149,-4056321.518616035,-1691649.1621555858,7
1714441440.0,-2088497.4717835023,-4009382.432492262,-5156464.856541593,-1807560.6886830488,2704757.159574958,-3787456.6896069497,-1919055.443914802,-4237820.1126810275,-1812711.2309824473,6
1714441470.0,-2010869.9218434945,-3853230.349725691,-5304217.996705817,-1729933.138743041,2860909.242341529,-3935209.829771174,-1848023.8505914952,-4414546.138234393,-1939055.6987381782,6
1714441500.0,-1930329.563853576,-3693168.3389091305,-5446070.6468223315,-1649392.7807531226,3020971.2531580897,-4077062.4798876885,-1774245.4541136231,-4586300.842282576,-2070531.3267737129,6
1714441530.0,-1846949.0725998317,-3529386.5636717696,-5581866.148830825,-1566012.2894993783,3184753.0283954507,-4212857.9818961825,-1697784.9157546493,-4752891.992612484,-2206980.4722198094,6
1714441560.0,-1760805.4210302185,-3362079.5803313307,-5711455.611496551,-1479868.637929765,3352060.0117358896,-4342447.444561908,-1618711.0075515918,-4914134.048152564,-2348239.4569992577,7
1714441590.0,-1671978.9782466672,-3191444.516552759,-5834695.925753489,-1391042.1951462138,3522695.0755144614,-4465687.758818846,-1537095.7872286604,-5069846.58776402,-2494140.7860056637,7
1714441620.0,-1580553.7404940717,-3017681.3776062233,-5951450.388583657,-1299616.9573936183,3696458.214460997,-4582442.221649014,-1453014.8161808907,-5219854.858021907,-2644512.712598808,7
1714441650.0,-1486618.4416578081,-2840995.274897898,-6061592.995239131,-1205681.6585573547,3873144.317169322,-4692584.828304488,-1366548.175834897,-5363993.52152822,-2799176.149934423,7
1714441680.0,-1390264.2184801982,-2661591.561257211,-6165001.087320024,-1109327.4353797447,4052548.030810009,-4795992.920385381,-1277778.3382806021,-5502100.450447386,-2957951.004445901,7
1714441710.0,-1291586.3149639072,-2479679.3149093273,-6261561.568540716,-1010649.5318634538,4234460.277157893,-4892553.401606073,-1186791.7235336783,-5634022.1022923235,-3120651.447772505,7
1714441740.0,-1190683.326973215,-2295469.672611278,-6351168.746932588,-909746.5438727615,4418669.919455942,-4982160.579997945,-1093678.0144821014,-5759611.746876403,-3287088.0125059816,7
1714441770.0,-1087656.9301728134,-2109175.2288518297,-6433723.02390838,-806720.1470723599,4604964.363215391,-5064714.8569737375,-998529.9101798375,-5878728.304916108,-3457068.4546420434,7
1714441800.0,-982612.3901185256,-1921011.1455141238,-6509134.76181867,-701675.6070180722,4793128.446553096,-5140126.594884027,-901443.5891010797,-5991239.909866342,-3630395.8698973935,7
1714441830.0,-875657.9365944746,-1731193.7453212733,-6577321.356053828,-594721.1534940212,4982945.846745947,-5208313.189119185,-802518.1428267884,-6097021.327141049,-3806870.684011981,8
1714441860.0,-766904.8112674406,-1539940.5949059937,-6638208.136534721,-485968.0281669872,5174198.997161226,-5269199.969600078,-701855.6201845785,-6195954.820171088,-3986290.3884529304,8
1714441890.0,-656467.1697562244,-1347470.302066471,-6691728.53630542,-375530.386655771,5366669.29000075,-5322720.369370777,-599560.937879616,-6287930.357064217,-4168449.709008467,8
1714441920.0,-544461.907494662,-1154002.1939042527,-6737824.174140464,-263525.1243942086,5560137.3981629675,-5368816.007205821,-495741.71996563266,-6372845.757571596,-4353140.9113597665,8
1714441950.0,-431008.60706686944,-959756.1533301639,-6776444.376153376,-150071.82396641606,5754383.438737056,-5407436.209218733,-390508.25206124276,-6450606.257688595,-4540154.059332196,8
1714441980.0,-316229.37030349526,-764952.3383168612,-6807547.487070043,-35292.58720304188,5949187.253750359,-5438539.3201354,-283973.32532990794,-6521125.851955177,-4729277.033228124,8
1714442010.0,-200248.61581854805,-569810.8190590856,-6831098.994471058,80688.16728190533,6144328.773008134,-5462090.827536415,-176252.04936263856,-6584325.530413152,-4920296.269947315,8
1714442040.0,-83193.08286564052,-374551.4893532685,-6847072.274978331,197743.70023481286,6339588.102713952,-5478064.108043688,-67461.85973572943,-6640134.0273403395,-5112996.699718209,21
1714442070.0,34808.16708686929,-179394.0255613542,-6855453.025033371,315744.9501873227,6534745.566505866,-5486444.858098728,42277.47869991936,-6688492.169985373,-5307160.896405347,21
1714442100.0,153624.37933771202,15442.942025613944,-6856230.804893868,434561.1624381654,6729582.534092834,-5487222.637959225,152844.4656087911,-6729344.766372989,-5502571.612457249,21
1714442130.0,273122.85532856296,209741.62043105662,-6849405.015404003,554059.6384290163,6923881.2124982765,-5480396.84846936,264115.62349298474,-6762646.416325221,-5699010.364056743,21
1714442160.0,393169.2434270155,403285.4245246627,-6834984.339983304,674106.0265274688,7117425.016591883,-5465976.173048661,375965.7727305258,-6788361.041604844,-5896257.917756063,7
1714442190.0,513627.53560466756,595859.1394558594,-6812982.944562511,794564.3187051209,7309998.73152308,-5443974.777627868,488268.0214656675,-6806458.195829927,-6094095.212458564,7
1714442220.0,634360.4141064705,787249.2275713203,-6783426.126115217,915297.197206924,7501388.819638541,-5414417.959180574,600894.0991441758,-6816918.662425428,-6292302.539674943,7
1714442250.0,755229.169306325,977243.9871140707,-6746346.143800635,1036165.9524067785,7691383.579181291,-5377337.976865992,713714.2678061689,-6819730.401846667,-6490660.532683105,8
1714442280.0,876094.1825013809,1165633.9116039467,-6701784.273426481,1157030.9656018342,7879773.503671167,-5332776.106491838,826597.7894340826,-6814890.64034996,-6688950.125472844,8
1714442310.0,996814.8418397135,1352211.8291142054,-6649789.683652457,1277751.624940167,8066351.421181425,-5280781.516717814,939412.836131251,-6802404.7963295,-6886952.911304579,8
1714442340.0,1117250.0537124558,1536773.6893899364,-6590421.740804167,1398186.8368129092,8250913.281457157,-5221413.5738695245,1052026.968160698,-6782288.900402597,-7084451.471207229,7
1714442370.0,1237257.3369946135,1719116.527278087,-6523741.1867235,1518194.120095067,8433256.119345307,-5154733.019788857,1164306.314118615,-6754560.536752539,-7281229.1152192615,6
1714442400.0,1356694.4984103465,1899042.182933976,-6449823.981608607,1637631.2815108,8613181.775001196,-5080815.814673964,1276117.0893080765,-6719253.16446954,-7477070.812302002,6
1714442430.0,1475418.8180702594,2076355.0536146536,-6368751.382823098,1756355.6011707128,8790494.645681873,-4999743.2158884555,1387324.8759768577,-6676405.9405446835,-7671762.948886229,7
1714442460.0,1593287.5319346308,2250863.099241776,-6280612.823512122,1874224.3150350843,8965002.691308996,-4911604.656577479,1497795.0633203252,-6626066.745654808,-7865093.75476101,7
1714442490.0,1710157.9499822962,2422377.8901003846,-6185505.43280353,1991094.7330827496,9136517.482167605,-4816497.265868887,1607392.9635529197,-6568291.724700779,-8056853.450953075,7
1714442520.0,1825887.6195538405,2590714.8417206323,-6083533.940332452,2106824.402654294,9304854.433787853,-4714525.773397809,1715983.9652890833,-6503145.241776373,-8246834.505485447,7
1714442550.0,1940334.5363075018,2755693.5028828136,-5974810.800184907,2221271.3194079553,9469833.094950033,-4605802.633250264,1823433.7322744043,-6430700.061144876,-8434831.899017638,7
1714442580.0,2053357.1382354472,2917137.487098197,-5859455.541845064,2334293.9213359007,9631277.079165418,-4490447.374910421,1929608.200271632,-6351036.697610574,-8620643.187879376,7
1714442610.0,2164814.485893622,3074874.685173684,-5737594.760174961,2445751.2689940752,9789014.277240904,-4368586.593240318,2034373.7482464914,-6264243.450865844,-8804068.721516283,7
1714442640.0,2274566.999050447,3228738.157055205,-5609363.426357034,2555503.7821509,9942877.749122426,-4240355.259422391,2137597.897087971,-6170417.874855929,-8984912.282305047,7
1714442670.0,2382476.0526934457,3378565.532442033,-5474903.0697607305,2663412.835793899,10092705.124509253,-4105894.9028260875,2239148.931026056,-6069664.873028916,-9162980.847465744,7
1714442700.0,2488403.7541188044,3524198.8364902795,-5334361.046258679,2769340.5372192576,10238338.4285575,-3965352.8793240357,2338895.6822027946,-5962095.944714569,-9338084.556273723,7
1714442730.0,2592215.0243215985,3665486.7346367617,-5187894.294069919,2873151.8074220517,10379626.326703982,-3818886.127135276,2436709.516395814,-5847833.332341263,-9510038.238219123,8
1714442760.0,2693775.134314054,3802281.8339741873,-5035663.70034172,2974711.9174145074,10516421.426041408,-3666655.533407077,2532461.984309107,-5727003.940631526,-9678659.802079812,8
1714442790.0,2792951.5767103704,3934442.630685691,-4877837.414584613,3073888.3598108236,10648582.22275291,-3508829.2476499705,2626026.6101072147,-5599742.988992313,-9843771.553257113,8
1714442820.0,2889613.836056962,4061833.3203679672,-4714589.989536642,3170550.6191574153,10775972.912435187,-3345581.822601999,2717278.669875884,-5466193.129895619,-10005200.171251988,8
1714442850.0,2983633.5675392603,4184323.8306369963,-4546101.966435794,3264570.3506397135,10898463.422704216,-3177093.799501151,2806095.3688095165,-5326504.050642282,-10162776.832183389,8
1714442880.0,3074884.857794166,4301790.212594776,-4372559.9464128185,3355821.6408946193,11015929.804661997,-3003551.7794781756,2892356.085429963,-5180832.624036031,-10316337.588288972,8
1714442910.0,3163243.7585416418,4414113.802547906,-4194155.590915113,3444180.541642095,11128253.394615125,-2825147.4239804703,2975941.940671006,-5029341.757058074,-10465722.729075136,8
1714442940.0,3248589.533826884,4521182.972394765,-4011086.6643621344,3529526.316927337,11235322.564461986,-2642078.4974274915,3056736.9708534856,-4872201.77395984,-10610778.336239059,8
