time,X,Y,Z,dX,dY,dZ,dE,dN,dU,n_sat
1714608570.0,207926.9472414757,2544846.885304364,6365064.6460858025,-220185.74113417644,-3265692.5895595453,2739755.9314156584,-20370.854047641013,4059087.447055499,-1320184.2823227572,10
1714608600.0,184682.41652253064,2332754.68915285,6446315.936179021,-243430.2718531215,-3477784.7857110593,2821007.2215088774,-12773.58258393497,4241109.793128551,-1457789.9762997788,9
1714608630.0,160300.95380817848,2118195.604942236,6520411.878429759,-267811.73456747364,-3692343.869921673,2895103.1637596153,-4223.718196307251,4418417.421534487,-1601348.9179489452,9
1714608660.0,134799.2857994642,1901411.502644484,6587271.312458064,-293313.4025761879,-3909127.9722194253,2961962.5977879204,5279.830109298811,4590812.881244254,-1750698.6887553146,9
1714608690.0,108196.29390404276,1682646.106616753,6646820.1581815705,-319916.3944716094,-4127893.368247156,3021511.4435114264,15736.140704333142,4758103.656815905,-1905671.4111335948,9
1714608720.0,80513.15404165816,1462145.2541700385,6698992.32056225,-347599.534333994,-4348394.22069387,3073683.605892106,27142.158909579506,4920102.792930973,-2066093.0410234497,9
1714608750.0,51773.32824581149,1240156.718895624,6743730.522913173,-376339.3601298406,-4570382.755968286,3118421.808243029,39492.692388905154,5076629.694511656,-2231783.0755275656,9
1714608780.0,22002.530703628505,1016929.6564388331,6780985.162218003,-406110.15767202363,-4793609.818425076,3155676.4475478586,52780.40429333714,5227509.451173457,-2402555.6309664855,9
1714608810.0,-8771.315133255219,792714.4437451243,6810714.682148542,-436884.00350890734,-5017825.031118785,3185405.9674783982,66995.84422212286,5372573.240134858,-2578219.3834767025,9
1714608840.0,-40518.04837272379,567762.4836961095,6832886.128037133,-468630.73674837593,-5242776.9911678,3207577.413366989,82127.40576768527,5511658.898892583,-2758577.437877343,9
1714608870.0,-73205.34343985784,342325.7797180796,6847474.059674559,-501318.03181550995,-5468213.69514583,3222165.345004415,98161.36781907361,5644610.231718227,-2943428.2687371518,21
1714608900.0,-106798.76784248276,116656.88211233476,6854463.355473266,-534911.4562181348,-5693882.592751575,3229154.640803122,115081.9482277371,5771279.417037968,-3132564.281211023,21
1714608930.0,-141261.74442705224,-108991.70436186866,6853845.305263611,-569374.4328027044,-5919531.179225778,3228536.5905934665,132871.22263494745,5891524.007871894,-3325774.3829401582,21
1714608960.0,-176555.64608629208,-334367.58732651104,6845620.185835324,-604668.3344619442,-6144907.06219042,3220311.47116518,151509.21401211305,6005209.153851466,-3522842.6796473195,21
1714608990.0,-212639.8648395357,-559218.8952655215,6829797.73811221,-640752.5532151879,-6369758.370129431,3204489.0234420663,170973.931539425,6112208.224540372,-3723548.571489485,9
1714609020.0,-249471.679923001,-783294.2600864625,6806392.860084404,-677584.3682986532,-6593833.734950372,3181084.14541426,191241.24033407838,6212399.144523401,-3927669.015797872,9
1714609050.0,-287006.52429222636,-1006343.3356402331,6775430.806357966,-715119.2126678785,-6816882.810504142,3150122.091687822,212285.0891317263,6305669.085203545,-4134976.222646733,9
1714609080.0,-325198.041118534,-1228117.420204482,6736947.197938076,-753310.7294941861,-7038656.895068391,3111638.483267932,234077.52089046384,6391914.804746488,-4345238.17935165,9
1714609110.0,-363997.94434458524,-1448368.9697885916,6690982.94598386,-792110.6327202374,-7258908.444652501,3065674.2313137157,256588.56948543317,6471038.0825902885,-4558220.924278725,8
1714609140.0,-403356.21615034365,-1666852.459744247,6637588.454218589,-831468.9045259957,-7477391.934608156,3012279.7395484447,279786.39333029103,6542949.744986704,-4773687.057287737,8
1714609170.0,-443221.14973797015,-1883324.405950911,6576821.926490911,-871333.8381136223,-7693863.8808148205,2951513.2118207673,303637.3164897477,6607568.243422921,-4991396.658455934,8
1714609200.0,-483539.38572938263,-2097543.625747586,6508749.71931557,-911652.0741050348,-7908083.100611495,2883441.004645426,328105.8458056054,6664820.092941731,-5211107.323816705,7
1714609230.0,-524256.03867514466,-2309271.7254915587,6433446.599902269,-952368.7270507968,-8119811.200355468,2808137.8852321254,353154.76123809884,6714640.353812581,-5432574.448429117,7
1714609260.0,-565314.7031710553,-2518273.1008676053,6350994.98318883,-993427.3915467074,-8328812.575731514,2725686.2685186863,378745.12194323086,6756971.985266497,-5655551.631915135,7
1714609290.0,-606657.5410404563,-2724315.4116492667,6261485.470439753,-1034770.2294161085,-8534854.886513175,2636176.7557696085,404836.3183341924,6791766.556662812,-5879790.799368448,8
1714609320.0,-648225.4105417477,-2927169.604037706,6165016.11323713,-1076338.0989173998,-8737709.078901615,2539707.3985669864,431386.1992981484,6818983.640531707,-6105042.618872758,8
1714609350.0,-689957.8623761137,-3126610.4445566386,6061693.04440983,-1118070.5507517657,-8937149.919420548,2436384.329739686,458351.0289844376,6838591.629738729,-6331056.617718281,8
1714609380.0,-731793.2793576575,-3322416.3497133534,5951629.351118581,-1159905.9677333096,-9132955.824577263,2326320.6364484373,485685.63861355896,6850566.697640783,-6557581.645153076,10
1714609410.0,-773668.9561911599,-3514370.1328420076,5834946.266645619,-1201781.644566812,-9324909.607705917,2209637.5519754747,513343.45116161706,6854894.206588253,-6784365.876177099,10
1714609440.0,-815521.1689047309,-3702258.871250318,5711772.0498880055,-1243633.8572803831,-9512798.346114228,2086463.3352178615,541276.560367271,6851567.6906128535,-7011157.298204279,10
1714609470.0,-857285.2260880775,-3885876.145808523,5582244.942191638,-1285397.9144637296,-9696415.620672433,1956936.227521494,569435.6172676702,6840592.5488501685,-7237704.038182043,9
1714609500.0,-898895.7043246336,-4065015.987322918,5446503.525579347,-1327008.3927002857,-9875555.462186828,1821194.8109092033,597770.5098114385,6821974.678767668,-7463754.376998231,9
1714609530.0,-940286.3555267869,-4239481.695193318,5304699.776291582,-1368399.043902439,-10050021.170057226,1679391.0616214378,626229.6224540855,6795736.203607415,-7689057.270611656,9
1714609560.0,-981390.3424524165,-4409080.547543746,5156990.223153163,-1409503.0308280687,-10219620.022407655,1531681.5084830187,654760.4597346939,6761905.188008944,-7913362.5854300065,9
1714609590.0,-1022140.208254768,-4573625.28714639,5003537.700524992,-1450252.8966304201,-10384164.762010299,1378228.9858548483,683309.5067231997,6720517.908995406,-8136421.422167457,9
1714609620.0,-1062468.234389918,-4732934.608300527,4844512.241300868,-1490580.92276557,-10543474.083164435,1219203.5266307238,711822.5501847283,6671619.884487409,-8357986.075782985,9
1714609650.0,-1102306.2363665993,-4886833.128645963,4680089.6493448485,-1530418.9247422514,-10697372.603509873,1054780.9346747044,740244.4769526973,6615264.640462465,-8577810.756520227,9
1714609680.0,-1141585.8551818202,-5035151.8191170525,4510452.062676857,-1569698.5435574723,-10845691.293980962,885143.3480067132,768519.5329838097,6551514.427211406,-8795651.672614403,8
1714609710.0,-1180238.5820573084,-5177727.939377927,4335787.402741499,-1608351.2704329605,-10988267.414241835,710478.6880713552,796591.3527718163,6480439.719349256,-9011267.269522391,8
1714609740.0,-1218195.8967538625,-5314405.448786683,4156289.360276998,-1646308.5851295146,-11124944.923650593,530980.645606854,824403.0670905318,6402119.426734547,-9224418.593414932,8
1714609770.0,-1255389.3819103504,-5445035.060960665,3972157.1011143816,-1683502.0702860025,-11255574.535824575,346848.38644423755,851897.4130143166,6316640.6784510305,-9434869.500548273,8
1714609800.0,-1291750.7893828652,-5569474.426756165,3783595.0235347636,-1719863.4777585173,-11380013.901620075,158286.30886461958,879016.786632648,6224098.716580078,-9642386.94483124,9
1714609830.0,-1327212.195192332,-5687588.344745918,3590812.5844799634,-1755324.883567984,-11498127.819609828,-34496.130190180615,905703.3821130855,6124596.866339515,-9846741.257614601,10
1714609860.0,-1361706.0688746644,-5799248.892874478,3394024.0587404035,-1789818.7572503164,-11609788.367738388,-231284.65592974052,931899.2511899886,6018246.404361584,-10047706.391090835,10
1714609890.0,-1395165.4048242364,-5904335.510672757,3193448.238680739,-1823278.0931998885,-11714874.985536667,-431860.47598940507,957546.4281118485,5905166.352823364,-10245060.155319253,10
1714609920.0,-1427523.8387366273,-6002735.500763932,2989308.435373028,-1855636.5271122793,-11813274.975627841,-636000.2792971162,982587.0089188685,5785483.750369941,-10438584.648788529,10
1714609950.0,-1458715.7347511658,-6094343.321210218,2781831.712605596,-1886828.423126818,-11904882.796074126,-843477.002064548,1006963.2903479248,5659332.63175632,-10628066.072179947,10
1714609980.0,-1488676.3722267114,-6179062.039587497,2571249.4092457346,-1916789.0606023634,-11989601.514451407,-1054059.3054244095,1030617.8492588022,5526855.247438542,-10813295.69188702,10
1714610010.0,-1517342.1055322844,-6256802.978318083,2357796.476920884,-1945454.7939079364,-12067342.453181993,-1267512.23774926,1053493.7280536313,5388201.32073584,-10994069.90165717,10
1714610040.0,-1544649.9001822332,-6327483.334893346,2141710.2532914192,-1972762.5885578853,-12138022.809757255,-1483598.4613787248,1075534.1469307942,5243525.73050852,-11170188.833134705,8
1714610070.0,-1570538.3616063078,-6391030.767466791,1923232.1016922246,-1998651.0499819599,-12201570.2423307,-1702076.6129779194,1096683.1929269906,5092992.367910231,-11341459.425899737,8
1714610100.0,-1594947.2530576608,-6447380.340660077,1702605.7903032743,-2023059.9414333128,-12257919.815523986,-1922702.9243668697,1116885.5635490278,4936771.127391025,-11507693.67595048,8
1714610130.0,-1617817.7219249336,-6496475.498190572,1480077.5619305046,-2045930.4103005857,-12307014.97305448,-2145231.1527396394,1136086.7210059662,4775038.48942975,-11668709.434906796,8
1714610160.0,-1639092.4161723673,-6538268.076444412,1255895.8641252934,-2067205.1045480194,-12348807.55130832,-2369412.8505448503,1154233.0073371162,4607977.30351568,-11824330.57195644,8
1714610190.0,-1658715.5836557269,-6572718.307168774,1030311.0378173442,-2086828.272031379,-12383257.782032683,-2594997.6768528,1171271.743261661,4435776.5295409765,-11974387.147553902,8
1714610220.0,-1676633.1496603226,-6599794.866987498,803575.0352354556,-2104745.8380359747,-12410334.341851406,-2821733.6794346883,1187151.3018686885,4258631.027948725,-12118715.609799001,8
1714610250.0,-1692793.2212628843,-6619476.368440342,575941.2831133065,-2120905.9096385366,-12430015.84330425,-3049367.4315568376,1201821.502054859,4076742.2525905306,-12257160.158785377,7
1714610280.0,-1707144.3436474157,-6631744.4857992865,347663.698747738,-2135257.032023068,-12442283.960663196,-3277645.015922406,1215232.3746653108,3890313.71061049,-12389567.349572094,7
1714610310.0,-1719639.233978125,-6636597.568509098,118997.74580740457,-2147751.922353777,-12447137.043373007,-3506310.9688627394,1227336.8859644718,3699559.207832985,-12515797.271566011,7
1714610340.0,-1730231.2707726401,-6634037.320920862,-109801.20508553239,-2158343.9591482924,-12444576.795784771,-3735109.9197556763,1238088.4152656214,3504694.2725931033,-12635712.940569364,7
1714610370.0,-1738876.3290146422,-6624075.068296064,-338477.52968799043,-2166989.0173902945,-12434614.543159973,-3963786.2443581345,1247442.1246600342,3305939.8374045864,-12749185.525613133,6
1714610400.0,-1745532.4719117477,-6606730.426335914,-566775.7383269918,-2173645.1602874,-12417269.901199823,-4192084.452997136,1255354.7493704092,3103521.1937694056,-12856093.411149494,6
1714610430.0,-1750159.7954843491,-6582030.306537663,-794440.622029255,-2178272.4838600014,-12392569.78140157,-4419749.336699399,1261784.5158457235,2897667.335847246,-12956321.424171276,6
1714610460.0,-1752721.7045005506,-6550013.439370057,-1021217.9458218208,-2180834.3928762027,-12360552.914233966,-4646526.660491965,1266692.081886418,2688612.816481245,-13049765.10494082,6
1714610490.0,-1753183.6038783875,-6510725.082825552,-1246854.5408691925,-2181296.2922540396,-12321264.557689462,-4872163.255539336,1270039.6203969107,2476594.8175773807,-13136326.20164307,5
1714610520.0,-1751513.101086545,-6464217.20223184,-1471098.2386946026,-2179625.789462197,-12274756.677095748,-5096406.953364747,1271791.0080267147,2261853.3089142926,-13215912.800073845,6
1714610550.0,-1747681.2007276732,-6410553.241094417,-1693699.000852291,-2175793.8891033255,-12221092.715958327,-5319007.715522435,1271912.6659654686,2044632.6622194564,-13288444.030225592,6
1714610580.0,-1741660.7636025685,-6349801.522844172,-1914408.080174571,-2169773.4519782206,-12160340.997708082,-5539716.794844715,1270372.5080088014,1825178.8098558122,-13353843.94784823,7
1714610610.0,-1733428.2329929934,-6282040.859573435,-2132979.445116504,-2161540.9213686455,-12092580.334437344,-5758288.159786648,1267141.2500475685,1603741.0733313225,-13412047.138779711,7
1714610640.0,-1722962.3939321518,-6207356.784713593,-2349169.304065252,-2151075.082307804,-12017896.259577502,-5974478.018735396,1262191.4495132216,1380570.5242419327,-13462995.204798035,6
1714610670.0,-1710244.9774584558,-6125842.705111393,-2562736.57183806,-2138357.665834108,-11936382.179975301,-6188045.286508204,1255498.0233441514,1155920.2221814087,-13506638.022641713,6
1714610700.0,-1695260.9200649075,-6037600.5291411,-2773443.5427564057,-2123373.60844056,-11848140.00400501,-6398752.25742655,1247038.4605803606,930044.9868099894,-13542934.648287645,6
1714610730.0,-1677997.5982524091,-5942738.180410975,-2981055.083505617,-2106110.2866280614,-11753277.655274883,-6606363.7981757615,1236792.2416775194,703200.7362421509,-13571850.739333468,6
1714610760.0,-1658445.9433558749,-5841372.461401345,-3185340.3377807233,-2086558.631731527,-11651911.936265254,-6810649.052450867,1224741.739900784,475644.60129435547,-13593361.949627776,6
1714610790.0,-1636599.7955449284,-5733626.950520047,-3386072.026883438,-2064712.4839205805,-11544166.425383955,-7011380.741553582,1210871.7315950654,247634.38010324351,-13607451.740302552,6
1714610820.0,-1612456.0592111973,-5619632.241897233,-3583026.924465768,-2040568.7475868494,-11430171.716761142,-7208335.639135912,1195169.5335322714,19428.26871827431,-13614111.844083045,6
1714610850.0,-1586014.831473056,-5499526.059531403,-3775986.2707050624,-2014127.519848708,-11310065.534395311,-7401294.985375207,1177625.1226812785,-208715.424517544,-13613342.589572448,6
1714610880.0,-1557279.320112466,-5373452.609241968,-3964735.708204343,-1985392.0084881182,-11183992.084105877,-7590044.422874487,1158231.1019847938,-436538.57081800327,-13605152.314344103,6
1714610910.0,-1526255.9027101786,-5241562.733565356,-4149065.75385623,-1954368.5910858307,-11052102.208429266,-7774374.468526375,1136982.7479530168,-663783.5366062969,-13589557.749965677,6
1714610940.0,-1492954.1570774612,-5104013.579015704,-4328771.875661736,-1921066.8454531133,-10914553.053879613,-7954080.59033188,1113878.0654626074,-890193.4235399617,-13566583.783403754,7
1714610970.0,-1457386.978583346,-4960968.782176325,-4503655.033485931,-1885499.666958998,-10771508.257040234,-8128963.748156075,1088917.8910928671,-1115512.423774682,-13536263.908600714,7
1714611000.0,-1419570.3771443178,-4812597.646454137,-4673521.4865786955,-1847683.06551997,-10623137.121318046,-8298830.2012488395,1062105.7511558686,-1339486.1004439835,-13498639.41581423,7
1714611030.0,-1379523.7954692952,-4659075.786104305,-4838183.755549945,-1807636.4838449473,-10469615.260968214,-8463492.470220089,1033448.1317585412,-1561861.8497398766,-13453760.466322783,8
1714611060.0,-1337269.2745277805,-4500582.674842365,-4997458.416716323,-1765381.9629034325,-10311122.149706274,-8622767.131386466,1002953.8266534808,-1782388.3614086434,-13401682.797840837,8
1714611090.0,-1292832.9016074568,-4337305.194464205,-5151170.331436606,-1720945.589983109,-10147844.669328114,-8776479.04610675,970635.1206313241,-2000817.268831321,-13342473.058716945,8
1714611120.0,-1246243.7765637538,-4169434.7206874783,-5299150.227524257,-1674356.464939406,-9979974.195551388,-8924458.942194402,936506.972695662,-2216902.6817329824,-13276204.996770993,8
1714611150.0,-1197533.5325818278,-3997166.286276648,-5441233.620674136,-1625646.22095748,-9807705.761140557,-9066542.335344281,900586.5996136612,-2430400.7336210767,-13202958.14967326,8
1714611180.0,-1146737.8118527718,-3820701.0522690583,-5577264.650893525,-1574850.5002284239,-9631240.527132967,-9202573.365563668,862894.7660187298,-2641071.467986238,-13122822.061656803,8
1714611210.0,-1093895.078338383,-3640243.913086278,-5707093.456224938,-1522007.766714035,-9450783.387950188,-9332402.170895081,823454.7763598628,-2848677.9261414595,-13035892.79150549,9
1714611240.0,-1039046.851384989,-3456003.676747817,-5830576.740984133,-1467159.539760641,-9266543.151611727,-9455885.455654278,782292.6946419368,-3052986.524355366,-12942273.380989188,9
1714611270.0,-982237.6325180931,-3268192.299855336,-5947576.741708856,-1410350.3208937452,-9078731.774719246,-9572885.456379,739437.3276312073,-3253766.5851615444,-12842072.654898286,9
1714611300.0,-923515.9769983109,-3077029.435512708,-6057970.75617803,-1351628.665373963,-8887568.910376618,-9683279.470848173,694920.9593357663,-3450795.9650896983,-12735414.188941786,9
1714611330.0,-862931.8492280128,-2882731.6269226368,-6161630.902069338,-1291044.537603665,-8693271.101786546,-9786939.616739482,648777.5076100709,-3643849.721142249,-12622416.268856328,9
1714611360.0,-800539.4133565354,-2685523.4675722825,-6258446.478363689,-1228652.1017321874,-8496062.942436192,-9883755.193033833,601044.4871718263,-3832713.0482841246,-12503213.364519725,7
1714611390.0,-736395.3706187892,-2485630.46775745,-6348310.61286556,-1164508.0589944413,-8296169.94262136,-9973619.327535704,551761.8755992665,-4017173.802519939,-12377942.910673544,7
1714611420.0,-670559.4002623428,-2283281.4524788065,-6431125.490549212,-1098672.0886379948,-8093820.927342716,-10056434.205219356,500972.37687013973,-4197025.645998608,-12246750.135876536,7
1714611450.0,-603093.9684799566,-2078707.1450331078,-6506800.270614763,-1031206.6568556088,-7889246.619897017,-10132108.985284906,448721.33488772286,-4372067.038659375,-12109785.7479592,6
1714611480.0,-534064.3126680459,-1872140.4381577657,-6575252.255845042,-962177.001043698,-7682679.913021674,-10200560.970515186,395056.69785827526,-4542102.086453242,-11967206.782795902,5
1714611510.0,-463538.3534159178,-1663815.861421451,-6636406.0051573785,-891651.0417915699,-7474355.33628536,-10261714.719827522,340028.96965405345,-4706940.074484708,-11819175.677665347,6
1714611540.0,-391586.75151803746,-1453969.8053240685,-6690195.258872244,-819699.4398936896,-7264509.2801879775,-10315503.973542389,283691.2502047082,-4866396.977982163,-11665861.48593885,6
1714611570.0,-318282.8247747197,-1242840.0505628656,-6736562.979546049,-746395.5131503718,-7053379.525426775,-10361871.694216192,226099.18711216492,-5020295.749286821,-11507439.495667107,6
1714611600.0,-243702.00098407586,-1030664.4652649172,-6775455.129779638,-671814.689359728,-6841203.940128827,-10400763.84444978,167310.52584795374,-5168461.7549348585,-11344086.792289788,6
1714611630.0,-167922.57691074858,-817682.727051979,-6806831.474106936,-596035.2652864007,-6628222.201915888,-10432140.18877708,107385.74013382616,-5310730.9900072245,-11175989.493925197,6
1714611660.0,-91024.98475041398,-604134.4949127658,-6830657.469033422,-519137.6731260661,-6414673.969776675,-10455966.183703566,46387.43471906602,-5446944.200516513,-11003336.856576798,6
1714611690.0,-13092.01077953863,-390259.69289086014,-6846907.196133264,-441204.6991551908,-6200799.167754769,-10472215.910803407,-15619.457406061643,-5576949.210741857,-10826323.084095772,21
1714611720.0,65791.41481499647,-176298.29387298386,-6855564.869719897,-362321.27356065565,-5986837.768736893,-10480873.58439004,-78567.86872541514,-5700602.3237097375,-10645147.932430677,21
1714611750.0,145538.33126099143,37510.22584746163,-6856620.305708654,-282574.35711466067,-5773029.249016448,-10481929.020378798,-142388.67013733898,-5817764.773832721,-10460013.836918429,21
1714611780.0,226059.76826536245,250926.89859511686,-6850072.728716341,-202052.92011028968,-5559612.576268792,-10475381.443386484,-207010.6910785857,-5928305.960875446,-10271127.921178125,21
1714611810.0,307264.8427677274,463713.6090481023,-6835929.680543726,-120847.84560792474,-5346825.865815807,-10461238.39521387,-272360.7907588519,-6032102.710512884,-10078701.12128156,21
1714611840.0,389060.9049701436,675633.2776030025,-6814206.674286677,-39051.783405508555,-5134906.197260907,-10439515.38895682,-338363.9903221944,-6129039.083905859,-9882947.838106275,6
1714611870.0,471353.5777759524,886450.3435775872,-6784928.846539415,43240.88940030028,-4924089.131286322,-10410237.56120956,-404943.4766737803,-6219008.035330786,-9684086.40323789,6
1714611900.0,554046.9869706401,1095930.8610155552,-6748128.718497608,125934.29859498801,-4714608.613848354,-10373437.433167752,-472020.82499882404,-6301909.574239945,-9482337.79550444,5
1714611930.0,637043.5137364804,1303841.9813060372,-6703843.9954277985,208930.82536082825,-4506697.493557872,-10329152.710097943,-539515.7899630964,-6377648.616685156,-9277924.925931703,5
1714611960.0,720244.8280780745,1509954.999725984,-6652129.232454772,292132.13970242237,-4300584.475137925,-10277437.947124917,-607347.1124865043,-6446146.525561491,-9071076.189063428,5
1714611990.0,803550.3535945388,1714040.520644532,-6593035.011601982,375437.6652188866,-4096498.954219377,-10218343.726272125,-675431.3439236535,-6507320.843025068,-8862018.59489176,5
1714612020.0,886859.4407523611,1915874.8970179108,-6526631.298795079,458746.75237670896,-3894664.577845998,-10151940.013465222,-743684.5402910637,-6561108.580020662,-8650984.585551638,5
1714612050.0,970069.6986879914,2115235.1872103624,-6452988.854678752,541957.0103123393,-3695304.287653547,-10078297.569348896,-812020.9691494924,-6607447.726507618,-8438206.53710562,5
1714612080.0,1053078.3590814485,2311903.096017122,-6372190.754549857,624965.6707057965,-3498636.3788467874,-9997499.469220001,-880354.1802063276,-6646289.154371704,-8223919.456796704,5
1714612110.0,1135781.4289432936,2505662.261091922,-6284324.320597277,707668.7405676416,-3304877.2137719872,-9909633.03526742,-948596.3597846869,-6677588.310244262,-8008359.0480972845,5
1714612140.0,1218074.6167684214,2696300.8820955046,-6189487.049707519,789961.9283927693,-3114238.5927684046,-9814795.764377663,-1016659.0612851143,-6701311.667320247,-7791762.576464214,5
1714612170.0,1299853.0208852177,2883610.679848018,-6087783.368613612,871740.3325095656,-2926928.795015891,-9713092.083283756,-1084452.97085815,-6717433.412100719,-7574368.046560481,5
1714612200.0,1381011.3858325267,3067387.4475560337,-5979325.385576165,952898.6974568747,-2743152.0273078755,-9604634.10024631,-1151888.122584368,-6725936.383228915,-7356414.119253969,5
1714612230.0,1461444.2861458962,3247431.4458693666,-5864232.842735876,1033331.5977702441,-2563108.0289945425,-9489541.55740602,-1218874.0527352325,-6726812.247356238,-7138139.7409527805,5
1714612260.0,1541046.144292042,3423547.3171677934,-5742632.830053037,1112933.4559163898,-2386992.157696116,-9367941.544723181,-1285319.8239572453,-6720061.21202177,-6919784.063131905,5
1714612290.0,1619711.322745025,3595544.0297443448,-5614658.7102179965,1191598.6343693729,-2214995.4451195644,-9239967.424888141,-1351134.1212006004,-6705691.088488875,-6701585.913245738,6
1714612320.0,1697334.481401839,3763235.9715740085,-5480451.984800394,1269221.793026187,-2047303.5032899007,-9105760.699470539,-1416225.5277990296,-6683719.466250473,-6483783.83826703,6
1714612350.0,1773810.6367242776,3926442.666884765,-5340161.104956303,1345697.9483486256,-1884096.8079791442,-8965469.819626447,-1480502.6052780063,-6654172.557322347,-6266615.709440206,6
1714612380.0,1849033.1262932275,4084983.435044835,-5193933.191481875,1420920.4379175755,-1725556.0398190743,-8819241.90615202,-1543872.2558735535,-6617075.272259025,-6050318.969730266,5
1714612410.0,1922904.0428082272,4238704.482592784,-5041952.716292714,1494791.3544325752,-1571834.9922711253,-8667261.430962857,-1606248.137617759,-6572498.750717256,-5835127.611380082,5
1714612440.0,1995314.1512808397,4387426.060280661,-4884364.899363676,1567201.4629051876,-1423113.414583248,-8509673.61403382,-1667534.5186940788,-6520466.684793108,-5621277.441556254,5
1714612470.0,2066161.3974706084,4530991.274166519,-4721346.587730571,1638048.7090949563,-1279548.2006973904,-8346655.302400715,-1727641.1492265835,-6461041.948892077,-5409001.285128841,5
1714612500.0,2135347.116215496,4669254.609591679,-4553086.607314561,1707234.4278398438,-1141284.8652722305,-8178395.321984705,-1786480.3231124189,-6394303.724998009,-5198528.494254033,5
1714612530.0,2202769.8378011347,4802067.1805826835,-4379767.074998615,1774657.1494254826,-1008472.2942812257,-8005075.789668759,-1843961.7850002998,-6320323.615089236,-4990087.885066208,5
1714612560.0,2268330.641913027,4929289.574256959,-4201579.8587567825,1840217.953537375,-881249.9006069498,-7826888.5734269265,-1899997.12596936,-6239186.598916961,-4783905.282286136,4
1714612590.0,2331932.0328972973,5050788.850104977,-4018722.2395108477,1903819.3445216452,-759750.6247589318,-7644030.954180991,-1954498.882321545,-6150985.725139194,-4580203.823522622,5
1714612620.0,2393478.0354009615,5166438.740480924,-3831396.730735965,1965365.3470253095,-644100.7343829852,-7456705.445406109,-2007380.616231392,-6055822.068263213,-4379203.688113223,5
1714612650.0,2452874.5386826987,5276120.009545331,-3639811.0277537606,2024761.8503070467,-534419.4653185783,-7265119.742423905,-2058557.232751121,-5953804.889064621,-4181121.745365237,5
1714612680.0,2510030.860652723,5379723.939281774,-3444179.9286054433,2081918.1722770708,-430815.53558213543,-7069488.643275587,-2107946.28347181,-5845055.168624333,-3986169.529873793,5
