time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-11T00:00:30,0.0299,0.0215,0.0440,0.0574,6
2024-05-11T00:01:00,36354.5814,31138.6847,31100.2064,57083.2385,5
2024-05-11T00:01:30,60541.1940,56233.1401,46786.2102,94954.4716,4
2024-05-11T00:02:00,0.0149,0.0106,0.0907,0.0926,4
2024-05-11T00:02:30,0.0068,-0.0009,0.0158,0.0172,5
2024-05-11T00:03:00,-0.0009,-0.0029,0.0052,0.0061,5
2024-05-11T00:03:30,-0.0049,-0.0016,0.0015,0.0054,5
2024-05-11T00:04:00,-0.0011,0.0058,-0.0501,0.0504,5
2024-05-11T00:04:30,0.0825,0.1443,-0.8295,0.8460,6
2024-05-11T00:05:00,0.0286,0.0440,-0.3596,0.3634,6
2024-05-11T00:05:30,0.0115,0.0109,-0.1382,0.1391,6
2024-05-11T00:06:00,0.0020,0.0021,-0.0001,0.0028,5
2024-05-11T00:06:30,-0.0103,-0.0069,0.0788,0.0797,6
2024-05-11T00:07:00,0.0027,-0.0006,-0.0543,0.0544,6
2024-05-11T00:07:30,-0.0036,-0.0070,0.0537,0.0542,6
2024-05-11T00:08:00,-0.0060,-0.0024,0.0093,0.0113,7
2024-05-11T00:08:30,0.0030,-0.0036,-0.0020,0.0051,7
2024-05-11T00:09:00,0.0050,0.0053,-0.0197,0.0210,7
2024-05-11T00:09:30,0.0011,-0.0061,0.0232,0.0240,7
2024-05-11T00:10:00,0.0058,0.0029,-0.0040,0.0076,7
2024-05-11T00:10:30,-0.0020,-0.0003,0.0176,0.0177,7
2024-05-11T00:11:00,-0.0041,-0.0018,0.0184,0.0189,7
2024-05-11T00:11:30,0.0014,0.0029,0.0089,0.0095,8
2024-05-11T00:12:00,0.0036,0.0059,-0.0329,0.0336,8
2024-05-11T00:12:30,-0.0053,-0.0042,0.0063,0.0092,8
2024-05-11T00:13:00,-0.0004,0.0007,0.0089,0.0090,8
2024-05-11T00:13:30,0.0006,nan,nan,nan,21
2024-05-11T00:14:00,-0.0023,nan,nan,nan,21
2024-05-11T00:14:30,-0.0005,nan,nan,nan,21
2024-05-11T00:15:00,0.0001,nan,nan,nan,21
2024-05-11T00:15:30,0.0015,0.0008,-0.0050,0.0053,8
2024-05-11T00:16:00,-0.0013,0.0025,-0.0177,0.0179,8
2024-05-11T00:16:30,0.0027,-0.0022,0.0973,0.0974,9
2024-05-11T00:17:00,0.0089,-0.0078,0.2464,0.2466,9
2024-05-11T00:17:30,-0.0049,0.0038,-0.1057,0.1059,9
2024-05-11T00:18:00,0.0032,0.0004,0.0155,0.0158,8
2024-05-11T00:18:30,0.0016,-0.0064,0.0062,0.0090,8
2024-05-11T00:19:00,0.0001,0.0005,0.0209,0.0209,8
2024-05-11T00:19:30,-0.0026,-0.0027,0.0112,0.0119,8
2024-05-11T00:20:00,0.0010,0.0026,-0.0335,0.0336,8
2024-05-11T00:20:30,-0.0010,-0.0038,-0.0085,0.0094,8
2024-05-11T00:21:00,-0.0051,0.0004,-0.0270,0.0275,8
2024-05-11T00:21:30,0.0037,-0.0008,0.0380,0.0382,8
2024-05-11T00:22:00,0.0005,-0.0038,0.0183,0.0187,8
2024-05-11T00:22:30,0.0009,0.0047,-0.0249,0.0253,7
2024-05-11T00:23:00,0.0006,0.0053,-0.0277,0.0282,7
2024-05-11T00:23:30,-0.0009,0.0036,-0.0121,0.0127,7
2024-05-11T00:24:00,-0.0004,-0.0134,0.0278,0.0309,7
2024-05-11T00:24:30,0.0008,0.0027,-0.0124,0.0127,7
2024-05-11T00:25:00,0.0001,0.0023,-0.0182,0.0184,7
2024-05-11T00:25:30,0.0017,0.0090,0.0148,0.0174,7
2024-05-11T00:26:00,-0.0025,-0.0032,0.0472,0.0474,7
2024-05-11T00:26:30,0.0005,0.0216,0.0240,0.0323,7
2024-05-11T00:27:00,0.0012,-0.0192,-0.0405,0.0448,7
2024-05-11T00:27:30,0.0018,0.0076,0.0218,0.0231,7
2024-05-11T00:28:00,-0.0003,-0.0058,-0.0016,0.0061,7
2024-05-11T00:28:30,0.0010,0.0185,0.0476,0.0511,7
2024-05-11T00:29:00,-0.0008,0.0140,0.0227,0.0267,7
2024-05-11T00:29:30,0.0036,0.0180,-0.0037,0.0188,7
2024-05-11T00:30:00,0.0025,0.0045,0.0475,0.0478,6
2024-05-11T00:30:30,0.0023,-0.0140,-0.0064,0.0156,6
2024-05-11T00:31:00,0.0006,-0.0076,-0.0157,0.0175,5
2024-05-11T00:31:30,-0.0009,-0.0051,0.0287,0.0292,5
2024-05-11T00:32:00,0.0014,0.0002,0.0249,0.0250,6
2024-05-11T00:32:30,0.0001,0.0087,-0.0130,0.0156,6
2024-05-11T00:33:00,0.0002,0.0005,0.0123,0.0124,6
2024-05-11T00:33:30,-0.0073,0.0334,-0.1234,0.1280,6
2024-05-11T00:34:00,-0.0024,0.0018,-0.0280,0.0282,8
2024-05-11T00:34:30,0.0065,0.0004,0.0511,0.0515,8
2024-05-11T00:35:00,0.0004,-0.0003,0.0184,0.0184,8
2024-05-11T00:35:30,0.0001,-0.0012,-0.0066,0.0067,8
2024-05-11T00:36:00,-0.0007,0.0007,-0.0728,0.0728,8
2024-05-11T00:36:30,-0.0033,0.0002,0.0275,0.0277,8
2024-05-11T00:37:00,0.0023,0.0025,0.0496,0.0497,8
2024-05-11T00:37:30,-0.0018,-0.0015,-0.0215,0.0216,8
2024-05-11T00:38:00,0.0001,-0.0025,0.0034,0.0042,8
2024-05-11T00:38:30,0.0007,-0.0017,-0.0297,0.0298,8
2024-05-11T00:39:00,-0.0020,-0.0009,0.0141,0.0142,8
2024-05-11T00:39:30,-0.0023,-0.0028,0.0154,0.0158,8
2024-05-11T00:40:00,0.0004,0.0050,-0.0943,0.0944,8
2024-05-11T00:40:30,-0.0045,0.0015,-0.0551,0.0553,9
2024-05-11T00:41:00,0.0017,0.0014,0.0147,0.0148,7
2024-05-11T00:41:30,-0.0041,-0.0050,-0.0050,0.0082,7
2024-05-11T00:42:00,-0.0006,0.0026,0.0083,0.0087,7
2024-05-11T00:42:30,0.0057,-0.0003,-0.0100,0.0115,7
2024-05-11T00:43:00,0.0081,0.0004,0.0379,0.0388,7
2024-05-11T00:43:30,0.0032,-0.0058,-0.0375,0.0381,6
2024-05-11T00:44:00,0.0015,-0.0001,-0.0197,0.0198,6
2024-05-11T00:44:30,0.0048,-0.0137,0.0203,0.0250,6
2024-05-11T00:45:00,0.0068,-0.0259,0.0552,0.0614,6
2024-05-11T00:45:30,0.0087,-0.0143,0.1327,0.1338,6
2024-05-11T00:46:00,-0.0022,0.0246,-0.0652,0.0697,6
2024-05-11T00:46:30,0.0068,-0.0062,0.0726,0.0731,6
2024-05-11T00:47:00,-0.0086,0.0078,-0.1031,0.1038,6
2024-05-11T00:47:30,-0.0063,0.0215,-0.0506,0.0553,6
2024-05-11T00:48:00,-0.0026,0.0089,0.0122,0.0153,6
2024-05-11T00:48:30,-0.0038,0.0257,0.0144,0.0298,6
2024-05-11T00:49:00,0.0002,0.0113,0.0081,0.0140,6
