time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-13T00:00:30,0.0003,0.0041,-0.0160,0.0165,7
2024-05-13T00:01:00,0.0012,-0.0001,-0.0044,0.0046,7
2024-05-13T00:01:30,0.0020,0.0044,-0.0094,0.0106,7
2024-05-13T00:02:00,0.0023,-0.0011,-0.0085,0.0088,7
2024-05-13T00:02:30,-0.0015,-0.0029,-0.0187,0.0190,7
2024-05-13T00:03:00,0.0003,0.0005,-0.0325,0.0325,7
2024-05-13T00:03:30,-0.0028,-0.0000,0.0074,0.0080,7
2024-05-13T00:04:00,0.0023,0.0054,0.0401,0.0405,7
2024-05-13T00:04:30,0.0003,0.0155,0.1557,0.1565,7
2024-05-13T00:05:00,-0.0025,-0.0075,-0.0369,0.0377,7
2024-05-13T00:05:30,0.0039,-0.0156,-0.0866,0.0881,8
2024-05-13T00:06:00,-0.0014,-0.0087,-0.0587,0.0593,8
2024-05-13T00:06:30,0.0027,0.0069,0.0485,0.0490,8
2024-05-13T00:07:00,-0.0001,0.0011,-0.2398,0.2398,8
2024-05-13T00:07:30,-0.0017,0.0016,-0.4732,0.4732,8
2024-05-13T00:08:00,-0.0007,nan,nan,nan,21
2024-05-13T00:08:30,0.0010,nan,nan,nan,21
2024-05-13T00:09:00,-0.0004,nan,nan,nan,21
2024-05-13T00:09:30,-0.0000,nan,nan,nan,21
2024-05-13T00:10:00,-0.0017,-0.0126,-0.1590,0.1595,8
2024-05-13T00:10:30,0.0021,-0.0076,-0.0828,0.0832,8
2024-05-13T00:11:00,0.0019,-0.0016,0.0029,0.0038,8
2024-05-13T00:11:30,0.0007,-0.0044,-0.0394,0.0397,8
2024-05-13T00:12:00,-0.0022,0.0033,0.0111,0.0118,8
2024-05-13T00:12:30,-0.0014,0.0056,0.0674,0.0676,9
2024-05-13T00:13:00,-0.0029,-0.0015,-0.0125,0.0129,9
2024-05-13T00:13:30,-0.0007,0.0010,-0.0022,0.0025,9
2024-05-13T00:14:00,0.0003,-0.0009,-0.0186,0.0186,9
2024-05-13T00:14:30,-0.0018,0.0001,0.0111,0.0113,9
2024-05-13T00:15:00,0.0034,-0.0029,-0.0312,0.0315,8
2024-05-13T00:15:30,0.0003,-0.0011,0.0156,0.0157,7
2024-05-13T00:16:00,-0.0003,-0.0047,0.0509,0.0512,7
2024-05-13T00:16:30,0.0026,-0.0013,0.0297,0.0299,7
2024-05-13T00:17:00,0.0004,-0.0021,-0.0112,0.0114,7
2024-05-13T00:17:30,0.0009,0.0014,-0.0400,0.0401,7
2024-05-13T00:18:00,-0.0053,-0.0074,0.0223,0.0241,7
2024-05-13T00:18:30,0.0035,0.0011,-0.0412,0.0413,7
2024-05-13T00:19:00,0.0012,0.0009,0.0193,0.0194,6
2024-05-13T00:19:30,0.0003,-0.0017,0.0077,0.0079,7
2024-05-13T00:20:00,-0.0054,0.0034,0.0011,0.0065,6
2024-05-13T00:20:30,0.0535,-0.0779,0.5259,0.5343,6
2024-05-13T00:21:00,0.0011,-0.0062,0.0001,0.0063,7
2024-05-13T00:21:30,-0.0099,0.0108,0.0146,0.0207,7
2024-05-13T00:22:00,-0.0038,0.0068,-0.0225,0.0238,7
2024-05-13T00:22:30,-0.0047,0.0015,0.0065,0.0081,7
2024-05-13T00:23:00,-0.0010,-0.0004,0.0128,0.0129,7
2024-05-13T00:23:30,-0.0042,0.0035,-0.0037,0.0066,7
2024-05-13T00:24:00,0.0040,0.0005,0.0277,0.0280,6
2024-05-13T00:24:30,0.0051,0.0043,0.0811,0.0814,6
2024-05-13T00:25:00,-0.0311,-0.0181,-0.3311,0.3331,5
2024-05-13T00:25:30,0.0039,0.0000,0.0011,0.0040,4
2024-05-13T00:26:00,-0.0221,-0.0017,0.0129,0.0256,4
2024-05-13T00:26:30,-0.0124,-0.0051,0.0385,0.0407,4
2024-05-13T00:27:00,-0.0484,0.0110,-0.2796,0.2839,5
2024-05-13T00:27:30,-0.0006,0.0008,0.0195,0.0195,5
2024-05-13T00:28:00,0.0858,-0.0254,0.3904,0.4005,6
2024-05-13T00:28:30,-0.0391,0.0113,-0.1395,0.1453,6
2024-05-13T00:29:00,-0.0023,0.0007,0.0087,0.0091,6
