time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-22T00:00:30,-0.0072,0.0032,0.1277,0.1280,5
2024-05-22T00:01:00,-0.0023,0.0017,0.0000,0.0029,6
2024-05-22T00:01:30,0.0017,-0.0030,0.0050,0.0060,6
2024-05-22T00:02:00,0.0004,0.0024,-0.0305,0.0306,6
2024-05-22T00:02:30,-0.0030,-0.0062,0.0373,0.0379,6
2024-05-22T00:03:00,-0.0007,-0.0335,0.3365,0.3381,6
2024-05-22T00:03:30,-0.0012,-0.0371,0.3450,0.3470,6
2024-05-22T00:04:00,-0.0035,0.0006,-0.0298,0.0300,6
2024-05-22T00:04:30,-0.0019,0.0179,-0.2056,0.2064,6
2024-05-22T00:05:00,-0.0020,-0.0018,0.0560,0.0561,7
2024-05-22T00:05:30,-0.0003,nan,nan,nan,21
2024-05-22T00:06:00,0.0010,nan,nan,nan,21
2024-05-22T00:06:30,-0.0003,nan,nan,nan,21
2024-05-22T00:07:00,0.0000,nan,nan,nan,21
2024-05-22T00:07:30,0.0012,nan,nan,nan,21
2024-05-22T00:08:00,0.0001,-0.0083,0.0923,0.0926,7
2024-05-22T00:08:30,0.0016,-0.0176,0.1634,0.1643,7
2024-05-22T00:09:00,-0.0042,0.0330,-0.2886,0.2906,7
2024-05-22T00:09:30,-0.0004,0.0109,-0.0790,0.0798,7
2024-05-22T00:10:00,0.0062,-0.0346,0.2679,0.2702,7
2024-05-22T00:10:30,0.0020,-0.0023,0.0128,0.0132,7
2024-05-22T00:11:00,0.0020,0.0035,-0.0284,0.0287,7
2024-05-22T00:11:30,0.0037,0.0009,-0.0225,0.0229,8
2024-05-22T00:12:00,-0.0047,0.0023,0.0178,0.0186,8
2024-05-22T00:12:30,0.0044,0.0042,-0.0022,0.0064,8
2024-05-22T00:13:00,-0.0027,-0.0002,-0.0150,0.0152,8
2024-05-22T00:13:30,-0.0025,-0.0018,-0.0296,0.0297,8
2024-05-22T00:14:00,0.0021,-0.0019,0.0075,0.0080,8
2024-05-22T00:14:30,-0.0005,0.0033,0.0009,0.0034,8
2024-05-22T00:15:00,0.0031,0.0029,-0.0031,0.0053,8
2024-05-22T00:15:30,-0.0017,0.0017,-0.0198,0.0200,7
2024-05-22T00:16:00,-0.0023,-0.0028,-0.0164,0.0168,7
2024-05-22T00:16:30,0.0013,0.0041,-0.0085,0.0095,7
2024-05-22T00:17:00,-0.0022,-0.0007,-0.0044,0.0050,7
2024-05-22T00:17:30,-0.0020,-0.0115,-0.0336,0.0356,7
2024-05-22T00:18:00,-0.0022,0.0041,-0.0367,0.0370,7
2024-05-22T00:18:30,-0.0004,-0.0041,-0.0370,0.0372,7
2024-05-22T00:19:00,-0.0023,-0.0084,-0.0173,0.0194,7
2024-05-22T00:19:30,0.0011,0.0041,0.0219,0.0223,7
2024-05-22T00:20:00,-0.0008,-0.0241,-0.0545,0.0597,7
2024-05-22T00:20:30,0.0001,-0.0119,-0.0125,0.0173,7
2024-05-22T00:21:00,0.0018,0.0077,0.0231,0.0244,7
2024-05-22T00:21:30,-0.0011,-0.0194,-0.0537,0.0571,7
2024-05-22T00:22:00,0.0001,-0.0021,0.0323,0.0324,7
2024-05-22T00:22:30,-0.0019,-0.0143,-0.0850,0.0862,7
2024-05-22T00:23:00,0.0057,0.0120,0.0384,0.0406,6
2024-05-22T00:23:30,0.0039,0.0116,0.1034,0.1041,6
2024-05-22T00:24:00,-0.0014,0.0024,0.0038,0.0048,6
2024-05-22T00:24:30,0.0005,0.0001,0.0264,0.0264,6
2024-05-22T00:25:00,0.0035,0.0009,0.0013,0.0039,6
2024-05-22T00:25:30,0.0017,0.0112,0.0114,0.0160,7
2024-05-22T00:26:00,-0.0029,0.0074,0.0505,0.0511,7
2024-05-22T00:26:30,0.0005,0.0002,-0.0131,0.0132,8
2024-05-22T00:27:00,-0.0016,-0.0030,-0.0328,0.0330,9
2024-05-22T00:27:30,-0.0023,-0.0002,0.0152,0.0154,9
2024-05-22T00:28:00,-0.0024,-0.0019,-0.0168,0.0171,9
2024-05-22T00:28:30,-0.0026,-0.0017,-0.0369,0.0371,9
2024-05-22T00:29:00,-0.0011,0.0014,-0.0034,0.0039,10
2024-05-22T00:29:30,-0.0054,-0.0033,-0.0591,0.0594,10
2024-05-22T00:30:00,0.0046,-0.0016,-0.1326,0.1327,10
2024-05-22T00:30:30,0.0038,0.0005,-0.0350,0.0352,10
2024-05-22T00:31:00,-0.0025,-0.0008,-0.0364,0.0365,10
2024-05-22T00:31:30,-0.0034,0.0033,-0.0371,0.0374,9
2024-05-22T00:32:00,-0.0056,0.0025,0.0062,0.0087,9
2024-05-22T00:32:30,-0.0014,0.0017,0.0076,0.0079,9
2024-05-22T00:33:00,0.0022,-0.0029,0.0030,0.0047,8
2024-05-22T00:33:30,-0.0024,-0.0059,-0.0242,0.0250,8
