time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-25T00:00:30,0.0189,0.0041,0.0367,0.0415,7
2024-05-25T00:01:00,449.3686,112.9920,-36.3028,464.7765,5
2024-05-25T00:01:30,642.5211,139.6955,-57.7940,660.0670,6
2024-05-25T00:02:00,793.7304,148.7328,-69.9409,810.5684,5
2024-05-25T00:02:30,876.1813,141.5552,-67.2034,890.0830,5
2024-05-25T00:03:00,871.7483,122.3209,-49.4249,881.6747,5
2024-05-25T00:03:30,0.0010,-0.0010,0.0068,0.0069,5
2024-05-25T00:04:00,0.0339,-0.0004,-0.0941,0.1000,6
2024-05-25T00:04:30,-0.0220,-0.0044,0.0101,0.0246,6
2024-05-25T00:05:00,-0.0109,-0.0037,0.0173,0.0208,6
2024-05-25T00:05:30,0.0072,0.0018,0.0049,0.0088,6
2024-05-25T00:06:00,-0.0042,-0.0021,-0.0354,0.0357,6
2024-05-25T00:06:30,0.0011,-0.0008,0.0113,0.0114,5
2024-05-25T00:07:00,-0.0028,-0.0001,-0.0021,0.0035,5
2024-05-25T00:07:30,0.0002,0.0031,0.0155,0.0158,5
2024-05-25T00:08:00,-0.0006,-0.0027,0.0037,0.0046,5
2024-05-25T00:08:30,0.0003,0.0021,0.0057,0.0060,4
2024-05-25T00:09:00,-0.0023,0.0044,-0.0750,0.0751,5
2024-05-25T00:09:30,-0.0012,0.0024,-0.0141,0.0143,5
2024-05-25T00:10:00,-0.0042,0.0070,-0.0331,0.0341,5
2024-05-25T00:10:30,0.0024,0.0077,-0.0354,0.0363,4
2024-05-25T00:11:00,3201.2528,14870.3782,-21010.0934,25938.3923,4
2024-05-25T00:11:30,3245.2587,14137.9819,-22626.6556,26877.1237,4
2024-05-25T00:12:00,2806.8432,11292.6121,-20606.3963,23664.8479,4
2024-05-25T00:12:30,0.0041,0.0129,-0.0085,0.0160,5
2024-05-25T00:13:00,-0.0012,-0.0022,0.0059,0.0064,5
2024-05-25T00:13:30,0.0034,0.0101,-0.0197,0.0224,6
2024-05-25T00:14:00,0.0017,0.0005,-0.0344,0.0344,6
2024-05-25T00:14:30,-0.0065,-0.0064,0.0154,0.0179,6
2024-05-25T00:15:00,-0.0009,-0.0018,0.0260,0.0261,6
2024-05-25T00:15:30,0.0011,-0.0030,0.0249,0.0251,7
2024-05-25T00:16:00,-0.0006,-0.0018,0.0521,0.0522,7
2024-05-25T00:16:30,0.0063,-0.0026,-0.0617,0.0621,8
2024-05-25T00:17:00,-0.0025,-0.0005,0.0068,0.0072,8
2024-05-25T00:17:30,0.0022,-0.0000,-0.0030,0.0037,8
2024-05-25T00:18:00,-0.0027,-0.0015,0.0029,0.0042,8
2024-05-25T00:18:30,-0.0009,-0.0030,-0.0068,0.0075,8
2024-05-25T00:19:00,0.0000,0.0029,0.0210,0.0212,8
2024-05-25T00:19:30,-0.0006,-0.0007,-0.0046,0.0047,8
2024-05-25T00:20:00,0.0006,nan,nan,nan,21
2024-05-25T00:20:30,0.0007,nan,nan,nan,21
2024-05-25T00:21:00,-0.0004,nan,nan,nan,21
2024-05-25T00:21:30,0.0007,nan,nan,nan,21
2024-05-25T00:22:00,0.0011,nan,nan,nan,21
2024-05-25T00:22:30,0.0033,-0.0013,-0.0030,0.0046,9
2024-05-25T00:23:00,-0.0022,0.0042,-0.0365,0.0368,9
2024-05-25T00:23:30,-0.0013,0.0012,-0.0009,0.0020,9
2024-05-25T00:24:00,0.0033,0.0012,0.0003,0.0035,9
2024-05-25T00:24:30,0.0014,0.0022,0.0140,0.0143,9
2024-05-25T00:25:00,0.0019,0.0045,-0.0128,0.0137,9
2024-05-25T00:25:30,0.0021,0.0052,0.0075,0.0094,8
2024-05-25T00:26:00,0.0009,-0.0020,0.0074,0.0077,8
2024-05-25T00:26:30,-0.0005,0.0046,0.0186,0.0192,8
2024-05-25T00:27:00,-0.0022,-0.0050,-0.0051,0.0075,8
2024-05-25T00:27:30,0.0007,-0.0012,0.0009,0.0017,8
2024-05-25T00:28:00,0.0017,-0.0059,0.0035,0.0071,8
2024-05-25T00:28:30,-0.0017,-0.0021,0.0121,0.0124,8
2024-05-25T00:29:00,0.0004,0.0148,0.0235,0.0278,8
2024-05-25T00:29:30,0.0002,0.0052,-0.0190,0.0197,7
