time,dE_m,dN_m,dU_m,d3_m,n_sat
2024-05-06T00:00:30,0.0008,0.0044,0.0057,0.0072,8
2024-05-06T00:01:00,-0.0002,0.0014,0.0105,0.0106,8
2024-05-06T00:01:30,0.0030,-0.0002,-0.0010,0.0032,8
2024-05-06T00:02:00,0.0025,-0.0036,-0.0322,0.0325,8
2024-05-06T00:02:30,0.0016,-0.0049,-0.0262,0.0267,8
2024-05-06T00:03:00,-0.0013,0.0039,0.0382,0.0385,8
2024-05-06T00:03:30,0.0004,nan,nan,nan,21
2024-05-06T00:04:00,-0.0002,nan,nan,nan,21
2024-05-06T00:04:30,-0.0000,nan,nan,nan,21
2024-05-06T00:05:00,0.0002,nan,nan,nan,21
2024-05-06T00:05:30,-0.0000,nan,nan,nan,21
2024-05-06T00:06:00,-0.0017,-0.0043,-0.0346,0.0349,8
2024-05-06T00:06:30,0.0038,0.0008,-0.0513,0.0514,8
2024-05-06T00:07:00,-0.0015,-0.0025,-0.0084,0.0089,8
2024-05-06T00:07:30,0.0001,0.0045,0.0050,0.0067,8
2024-05-06T00:08:00,0.0011,-0.0032,-0.0107,0.0113,8
2024-05-06T00:08:30,0.0015,0.0022,0.0062,0.0067,9
2024-05-06T00:09:00,0.0011,0.0006,0.0115,0.0116,9
2024-05-06T00:09:30,-0.0015,0.0032,0.0155,0.0159,8
2024-05-06T00:10:00,0.0045,-0.0037,0.0037,0.0069,8
2024-05-06T00:10:30,0.0016,-0.0006,0.0347,0.0347,7
2024-05-06T00:11:00,-0.0023,-0.0017,0.0583,0.0583,7
2024-05-06T00:11:30,0.0049,-0.0005,0.0361,0.0365,7
2024-05-06T00:12:00,0.0004,0.0008,-0.0602,0.0602,7
2024-05-06T00:12:30,0.0025,-0.0038,-0.0647,0.0648,7
2024-05-06T00:13:00,-0.0020,0.0050,0.0519,0.0522,7
2024-05-06T00:13:30,0.0008,0.0009,0.0004,0.0013,7
2024-05-06T00:14:00,-0.0049,-0.0042,-0.0467,0.0472,7
2024-05-06T00:14:30,-0.0032,-0.0024,0.0203,0.0207,7
2024-05-06T00:15:00,0.0018,-0.0025,-0.0092,0.0097,7
2024-05-06T00:15:30,0.0016,0.0012,-0.0269,0.0269,7
2024-05-06T00:16:00,0.0012,0.0058,0.0002,0.0059,6
2024-05-06T00:16:30,-0.0195,0.0029,0.0174,0.0263,5
2024-05-06T00:17:00,0.0011,-0.0169,0.0570,0.0594,6
2024-05-06T00:17:30,0.0066,-0.0024,0.0167,0.0181,6
2024-05-06T00:18:00,0.0198,-0.0301,0.1288,0.1337,7
2024-05-06T00:18:30,-0.0070,-0.0017,0.0486,0.0491,7
2024-05-06T00:19:00,-0.0084,0.0011,-0.0853,0.0857,6
2024-05-06T00:19:30,-0.0051,-0.0011,0.0514,0.0517,6
2024-05-06T00:20:00,0.0216,-0.0171,0.1796,0.1817,6
2024-05-06T00:20:30,-0.0195,0.0063,-0.0865,0.0889,6
2024-05-06T00:21:00,0.0042,-0.0016,0.0005,0.0045,6
2024-05-06T00:21:30,-0.0112,-0.0002,-0.0141,0.0180,6
2024-05-06T00:22:00,-0.0078,-0.0003,0.0086,0.0116,6
